TimeStamp,Record,Zone,Latitude,Longitude,Moisture,Period,Attenuation,Permittivity,Probe Model,,Sensor
7/25/19 6:39,852,ZONE 00009,39.10904,-96.6109,12.26,1.293,1.1805,6.8512,CD659 12cm rods,,3543
7/25/19 6:41,853,[Unspecified Zone],39.10947,-96.61095,9.39,1.2433,1.1138,5.5935,CD659 12cm rods,,3543
7/25/19 6:43,854,"ZONE 00001, ZONE 00011",39.11006,-96.61112,14.98,1.3326,1.1822,8.1024,CD659 12cm rods,,3543
7/25/19 6:44,855,"ZONE 00001, ZONE 00011",39.11052,-96.61124,11.6,1.2783,1.1226,6.5575,CD659 12cm rods,,3543
7/25/19 6:45,856,ZONE 00002,39.11105,-96.61141,11.24,1.2738,1.1337,6.3979,CD659 12cm rods,,3543
7/25/19 6:47,857,"ZONE 00002, ZONE 00003",39.11152,-96.61162,13.48,1.3077,1.1395,7.4028,CD659 12cm rods,,3543
7/25/19 6:48,858,ZONE 00003,39.11194,-96.6118,10.61,1.2614,1.1038,6.119,CD659 12cm rods,,3543
7/25/19 6:50,859,ZONE 00003,39.1119,-96.6121,16.37,1.3529,1.1887,8.7694,CD659 12cm rods,,3543
7/25/19 6:51,860,"ZONE 00002, ZONE 00003",39.11141,-96.61197,13.55,1.3077,1.1247,7.4353,CD659 12cm rods,,3543
7/25/19 6:52,861,"ZONE 00002, ZONE 00011",39.11094,-96.61182,13.71,1.31,1.1231,7.5088,CD659 12cm rods,,3543
7/25/19 6:53,862,"ZONE 00001, ZONE 00011",39.11046,-96.61161,22.08,1.4388,1.3078,11.7302,CD659 12cm rods,,3543
7/25/19 6:55,863,ZONE 00011,39.10977,-96.61138,20.69,1.4219,1.3509,10.9739,CD659 12cm rods,,3543
7/25/19 6:56,864,ZONE 00009,39.10929,-96.61121,,0.7618,1.6813,9999999,CD659 12cm rods,,3543
7/25/19 6:57,865,ZONE 00009,39.10897,-96.61112,22.35,1.4468,1.3991,11.88,CD659 12cm rods,,3543
7/25/19 6:59,866,ZONE 00009,39.10892,-96.61142,19.65,1.4038,1.2756,10.4255,CD659 12cm rods,,3543
7/25/19 7:00,867,ZONE 00009,39.10939,-96.61163,20.93,1.4208,1.2572,11.1052,CD659 12cm rods,,3543
7/25/19 7:01,868,ZONE 00011,39.10989,-96.61181,24.39,1.4705,1.2937,13.0445,CD659 12cm rods,,3543
7/25/19 7:02,869,ZONE 00011,39.11036,-96.61199,17.29,1.3654,1.1743,9.2241,CD659 12cm rods,,3543
7/25/19 7:04,870,ZONE 00011,39.11086,-96.61221,17.71,1.3722,1.1906,9.4309,CD659 12cm rods,,3543
7/25/19 7:05,871,ZONE 00003,39.11147,-96.61246,19.19,1.3948,1.2242,10.1832,CD659 12cm rods,,3543
7/25/19 7:07,872,ZONE 00003,39.11179,-96.61259,15.86,1.3462,1.1967,8.522901,CD659 12cm rods,,3543
7/25/19 7:08,873,"ZONE 00003, ZONE 00004",39.11167,-96.61298,16.21,1.3496,1.1691,8.693501,CD659 12cm rods,,3543
7/25/19 7:10,874,"ZONE 00003, ZONE 00004",39.11115,-96.61275,12.8,1.2964,1.1236,7.0924,CD659 12cm rods,,3543
7/25/19 7:11,875,[Unspecified Zone],39.11068,-96.61256,18.85,1.3902,1.2286,10.0096,CD659 12cm rods,,3543
7/25/19 7:13,876,"ZONE 00010, ZONE 00011",39.11019,-96.61237,18.05,1.3801,1.2485,9.601301,CD659 12cm rods,,3543
7/25/19 7:14,877,"ZONE 00010, ZONE 00011",39.10973,-96.61217,15.32,1.3394,1.2098,8.2663,CD659 12cm rods,,3543
7/25/19 7:16,878,ZONE 00009,39.10923,-96.61197,15.27,1.3371,1.1868,8.2416,CD659 12cm rods,,3543
7/25/19 7:17,879,"ZONE 00008, ZONE 00009",39.10884,-96.61181,14.75,1.3315,1.2123,7.9971,CD659 12cm rods,,3543
7/25/19 7:18,880,"ZONE 00008, ZONE 00009",39.10876,-96.61218,19.03,1.3925,1.2216,10.1049,CD659 12cm rods,,3543
7/25/19 7:20,881,"ZONE 00008, ZONE 00009, ZONE 00010",39.10928,-96.61239,13.55,1.31,1.1551,7.4379,CD659 12cm rods,,3543
7/25/19 7:21,882,ZONE 00010,39.10975,-96.61259,16.31,1.3529,1.2028,8.7407,CD659 12cm rods,,3543
7/25/19 7:23,883,ZONE 00010,39.11021,-96.61279,17.05,1.362,1.1756,9.1047,CD659 12cm rods,,3543
7/25/19 7:24,884,ZONE 00004,39.11065,-96.61298,27.6,1.5214,1.4693,15.0168,CD659 12cm rods,,3543
7/25/19 7:25,885,ZONE 00004,39.11116,-96.6132,11.78,1.2817,1.1317,6.6346,CD659 12cm rods,,3543
7/25/19 7:27,886,ZONE 00004,39.11173,-96.61352,13.23,1.3032,1.1273,7.2904,CD659 12cm rods,,3543
7/25/19 7:28,887,ZONE 00004,39.11165,-96.61382,14.43,1.3224,1.1482,7.8464,CD659 12cm rods,,3543
7/25/19 7:29,888,"ZONE 00004, ZONE 00005",39.11116,-96.61366,10.36,1.258,1.1085,6.0121,CD659 12cm rods,,3543
7/25/19 7:31,889,ZONE 00004,39.11056,-96.61343,17.5,1.3688,1.1813,9.329101,CD659 12cm rods,,3543
7/25/19 7:33,890,ZONE 00010,39.11012,-96.61327,14.66,1.3269,1.1662,7.953,CD659 12cm rods,,3543
7/25/19 7:35,891,"ZONE 00007, ZONE 00010",39.10942,-96.613,13.66,1.3089,1.1166,7.4877,CD659 12cm rods,,3543
7/25/19 7:36,892,"ZONE 00007, ZONE 00008",39.10878,-96.61282,12.35,1.2897,1.1237,6.8885,CD659 12cm rods,,3543
7/25/19 7:39,893,"ZONE 00007, ZONE 00008",39.10874,-96.61331,7.91,1.2139,1.0622,4.9727,CD659 12cm rods,,3543
7/25/19 7:40,895,ZONE 00007,39.10921,-96.61349,16.39,1.3518,1.1627,8.7821,CD659 12cm rods,,3543
7/25/19 7:42,896,"ZONE 00006, ZONE 00010",39.10971,-96.61366,12.17,1.2851,1.1,6.8094,CD659 12cm rods,,3543
7/25/19 7:43,897,"ZONE 00005, ZONE 00006",39.11018,-96.61384,17.59,1.3676,1.1323,9.374499,CD659 12cm rods,,3543
7/25/19 7:45,898,ZONE 00005,39.11074,-96.61405,13.06,1.2987,1.0999,7.2131,CD659 12cm rods,,3543
7/25/19 7:46,899,ZONE 00005,39.11131,-96.61429,17.08,1.3642,1.2089,9.118601,CD659 12cm rods,,3543
7/25/19 7:48,901,ZONE 00005,39.11115,-96.61457,17.18,1.3631,1.1629,9.1667,CD659 12cm rods,,3543
7/25/19 7:49,902,ZONE 00005,39.11066,-96.61449,10.39,1.2557,1.078,6.0268,CD659 12cm rods,,3543
7/25/19 7:50,903,"ZONE 00005, ZONE 00006",39.11018,-96.61441,10.28,1.2524,1.0603,5.9776,CD659 12cm rods,,3543
7/25/19 7:51,904,ZONE 00006,39.1097,-96.61437,14.1,1.3156,1.1202,7.6909,CD659 12cm rods,,3543
7/25/19 7:53,905,ZONE 00006,39.10992,-96.61477,20.24,1.4083,1.1937,10.7346,CD659 12cm rods,,3543
7/25/19 7:54,906,ZONE 00005,39.11042,-96.61481,10.62,1.258,1.0633,6.1246,CD659 12cm rods,,3543
7/25/19 7:56,907,ZONE 00005,39.11097,-96.61487,17.34,1.3665,1.1826,9.248,CD659 12cm rods,,3543
7/25/19 7:57,908,ZONE 00005,39.11033,-96.61482,12.38,1.2874,1.0875,6.9038,CD659 12cm rods,,3543
7/25/19 7:58,909,"ZONE 00005, ZONE 00006",39.11034,-96.61446,16.32,1.3496,1.1416,8.7458,CD659 12cm rods,,3543
7/25/19 7:59,910,"ZONE 00005, ZONE 00006",39.11036,-96.61411,16.09,1.3462,1.1416,8.6329,CD659 12cm rods,,3543
7/25/19 7:59,911,ZONE 00005,39.11038,-96.61378,17.98,1.3756,1.18,9.569301,CD659 12cm rods,,3543
7/25/19 8:00,912,[Unspecified Zone],39.11039,-96.61343,9.540001,1.2444,1.1005,5.6606,CD659 12cm rods,,3543
7/25/19 8:00,913,[Unspecified Zone],39.1104,-96.61311,29.17,1.5417,1.4071,16.049,CD659 12cm rods,,3543
7/25/19 8:01,914,[Unspecified Zone],39.11043,-96.61273,25.84,1.4942,1.3955,13.9124,CD659 12cm rods,,3543
7/25/19 8:02,915,ZONE 00011,39.11044,-96.61239,19.71,1.4106,1.3833,10.4572,CD659 12cm rods,,3543
7/25/19 8:03,916,ZONE 00011,39.11044,-96.61205,24.7,1.4784,1.3932,13.2275,CD659 12cm rods,,3543
7/25/19 8:03,917,"ZONE 00001, ZONE 00011",39.11045,-96.61171,15.15,1.3405,1.2607,8.1845,CD659 12cm rods,,3543
7/25/19 8:04,918,"ZONE 00001, ZONE 00011",39.11047,-96.61134,22.48,1.4445,1.3091,11.9552,CD659 12cm rods,,3543
7/25/19 8:05,919,"ZONE 00001, ZONE 00011",39.1105,-96.61098,14.13,1.3213,1.1953,7.7041,CD659 12cm rods,,3543
7/25/19 8:16,920,ZONE 00001,39.1107,-96.6109,21.5,1.4321,1.3325,11.4145,CD659 12cm rods,,3543
7/25/19 8:17,921,"ZONE 00001, ZONE 00002, ZONE 00011",39.11071,-96.61119,24.49,1.4716,1.281,13.1083,CD659 12cm rods,,3543
7/25/19 8:18,922,"ZONE 00001, ZONE 00002, ZONE 00011",39.1107,-96.61146,18.93,1.3925,1.2494,10.0536,CD659 12cm rods,,3543
7/25/19 8:19,923,"ZONE 00002, ZONE 00011",39.11069,-96.61172,30.56,1.5643,1.5095,16.9987,CD659 12cm rods,,3543
7/25/19 8:20,924,ZONE 00011,39.11067,-96.61206,13.99,1.3156,1.1431,7.6422,CD659 12cm rods,,3543
7/25/19 8:20,925,ZONE 00011,39.11066,-96.61244,19.42,1.397,1.2029,10.3025,CD659 12cm rods,,3543
7/25/19 8:21,926,[Unspecified Zone],39.11064,-96.61275,16.24,1.3518,1.2001,8.7076,CD659 12cm rods,,3543
7/25/19 8:22,927,ZONE 00004,39.11061,-96.61305,19.98,1.4072,1.2525,10.5961,CD659 12cm rods,,3543
7/25/19 8:22,928,ZONE 00004,39.11059,-96.61339,13.14,1.301,1.1144,7.25,CD659 12cm rods,,3543
7/25/19 8:23,929,ZONE 00005,39.11056,-96.61366,12.23,1.2885,1.1312,6.837,CD659 12cm rods,,3543
7/25/19 8:24,930,ZONE 00005,39.11054,-96.61394,14.39,1.3213,1.1399,7.8279,CD659 12cm rods,,3543
7/25/19 8:24,931,ZONE 00005,39.11052,-96.61423,10.2,1.2524,1.0753,5.9407,CD659 12cm rods,,3543
7/25/19 8:25,932,ZONE 00005,39.1105,-96.6145,18.1,1.3756,1.1433,9.6307,CD659 12cm rods,,3543
7/25/19 8:25,933,ZONE 00005,39.11047,-96.61485,12.02,1.2817,1.0855,6.743299,CD659 12cm rods,,3543
7/25/19 8:26,934,ZONE 00005,39.11067,-96.61484,16.31,1.3496,1.1429,8.7433,CD659 12cm rods,,3543
7/25/19 8:27,935,ZONE 00005,39.11069,-96.61456,14.49,1.3202,1.0995,7.8738,CD659 12cm rods,,3543
7/25/19 8:27,936,ZONE 00005,39.1107,-96.61426,13.06,1.2998,1.1155,7.2134,CD659 12cm rods,,3543
7/25/19 8:28,937,"ZONE 00004, ZONE 00005",39.11072,-96.61395,13.73,1.31,1.1179,7.5199,CD659 12cm rods,,3543
7/25/19 8:28,938,"ZONE 00004, ZONE 00005",39.11074,-96.61366,8.900001,1.2309,1.069,5.3856,CD659 12cm rods,,3543
7/25/19 8:29,939,ZONE 00004,39.11075,-96.61337,14.66,1.3258,1.1491,7.9532,CD659 12cm rods,,3543
7/25/19 8:30,940,ZONE 00004,39.11075,-96.61308,20.01,1.4072,1.2414,10.6155,CD659 12cm rods,,3543
7/25/19 8:30,941,ZONE 00004,39.11076,-96.61279,20.38,1.4151,1.3009,10.809,CD659 12cm rods,,3543
7/25/19 8:31,942,[Unspecified Zone],39.1108,-96.61251,25,1.4818,1.3707,13.4107,CD659 12cm rods,,3543
7/25/19 8:32,943,ZONE 00011,39.11081,-96.61222,19.88,1.4061,1.2582,10.5433,CD659 12cm rods,,3543
7/25/19 8:32,944,"ZONE 00002, ZONE 00011",39.11084,-96.61194,24.36,1.4739,1.3955,13.0293,CD659 12cm rods,,3543
7/25/19 8:33,945,"ZONE 00002, ZONE 00011",39.11085,-96.61165,15.58,1.3405,1.1697,8.390201,CD659 12cm rods,,3543
