TimeStamp,Record,Zone,Latitude,Longitude,Moisture,Period,Attenuation,Permittivity,Probe Model,,Sensor
7/18/19 6:05,498,ZONE 00009,39.10903,-96.61082,,0.7742,2.0766,9999999,CD659 12cm rods,,3543
7/18/19 6:07,499,[Unspecified Zone],39.10956,-96.61086,33.64,1.6186,1.8035,19.2823,CD659 12cm rods,,3543
7/18/19 6:09,500,"ZONE 00001, ZONE 00011",39.11024,-96.61097,18.52,1.388,1.2718,9.8427,CD659 12cm rods,,3543
7/18/19 6:10,501,"ZONE 00001, ZONE 00011",39.11055,-96.61102,41.1,1.7406,2.0013,26.1116,CD659 12cm rods,,3543
7/18/19 6:11,502,"ZONE 00001, ZONE 00002",39.11108,-96.61116,35.41,1.6389,1.6101,20.713,CD659 12cm rods,,3543
7/18/19 6:12,503,ZONE 00002,39.11157,-96.61128,21.48,1.4298,1.2912,11.3997,CD659 12cm rods,,3543
7/18/19 6:13,504,[Unspecified Zone],39.11203,-96.61143,39.39,1.7056,1.7412,24.3388,CD659 12cm rods,,3543
7/18/19 6:14,505,ZONE 00003,39.11195,-96.61182,19.13,1.3948,1.24,10.1546,CD659 12cm rods,,3543
7/18/19 6:16,506,ZONE 00002,39.11134,-96.61163,22.54,1.4445,1.2905,11.9853,CD659 12cm rods,,3543
7/18/19 6:17,507,"ZONE 00001, ZONE 00002, ZONE 00011",39.11085,-96.6115,35.88,1.6457,1.5784,21.1118,CD659 12cm rods,,3543
7/18/19 6:20,508,ZONE 00009,39.10958,-96.61123,43.77,1.7881,1.9977,29.1961,CD659 12cm rods,,3543
7/18/19 6:22,509,ZONE 00009,39.10887,-96.61111,28.21,1.5315,1.5189,15.4073,CD659 12cm rods,,3543
7/18/19 6:23,510,ZONE 00009,39.10884,-96.6115,19.51,1.4015,1.2708,10.3495,CD659 12cm rods,,3543
7/18/19 6:25,511,ZONE 00009,39.10933,-96.61169,25.21,1.4841,1.3552,13.5317,CD659 12cm rods,,3543
7/18/19 6:27,512,ZONE 00011,39.11015,-96.61193,22.11,1.4388,1.2989,11.7453,CD659 12cm rods,,3543
7/18/19 6:28,513,ZONE 00011,39.11072,-96.61216,26.5,1.501,1.3114,14.3227,CD659 12cm rods,,3543
7/18/19 6:31,514,ZONE 00003,39.1113,-96.6124,25.91,1.4931,1.3315,13.9549,CD659 12cm rods,,3543
7/18/19 6:32,515,ZONE 00003,39.11182,-96.61261,32.95,1.5993,1.5046,18.7528,CD659 12cm rods,,3543
7/18/19 6:32,516,"ZONE 00003, ZONE 00004",39.11172,-96.61296,22.93,1.4502,1.2954,12.2058,CD659 12cm rods,,3543
7/18/19 6:34,517,"ZONE 00003, ZONE 00004",39.11118,-96.61283,25.91,1.4942,1.3651,13.9581,CD659 12cm rods,,3543
7/18/19 6:35,518,[Unspecified Zone],39.11054,-96.61263,38.47,1.6898,1.7096,23.4481,CD659 12cm rods,,3543
