datetime,pressure,tmin,tmax,tavg,rmin,rmax,prcp,srad,wspd,wdir,vpd,vwc_5cm,vwc_20cm,vwc_40cm,soiltemp_5cm,soiltemp_20cm,soiltemp_40cm,battv,discharge
2022-01-01,96.838,-14.8,-4.4,-9.6,78.475,98.012,0.25,2.098,5.483,0.969,0.028,0.257,0.307,0.359,2.996,5.392,7.425,8714.833,0.0
2022-01-02,97.995,-20.4,-7.2,-13.8,50.543,84.936,0.25,9.756,2.216,2.023,0.072,0.256,0.307,0.358,2.562,4.25,6.692,8890.042,0.0
2022-01-03,97.844,-9.4,8.8,-0.3,40.622,82.662,0.5,9.681,2.749,5.667,0.262,0.255,0.307,0.358,2.454,3.917,6.208,8924.833,0.0
2022-01-04,96.419,0.1,8.6,4.35,48.326,69.402,0.25,8.379,5.806,2.627,0.363,0.289,0.319,0.357,2.496,3.754,5.842,8838.292,0.0
2022-01-05,97.462,-11.1,-2.2,-6.65,50.341,76.828,0.0,5.717,4.207,1.251,0.126,0.313,0.337,0.357,1.688,3.429,5.567,8848.083,0.0
2022-01-06,98.037,-14.4,-10.4,-12.4,53.491,78.943,0.0,9.078,3.307,5.827,0.074,0.284,0.33,0.359,0.829,2.637,5.117,8990.208,0.0
2022-01-07,97.499,-14.5,-5.6,-10.05,63.052,84.128,0.0,8.77,3.505,3.98,0.083,0.232,0.327,0.359,0.388,2.142,4.688,9042.5,0.0
2022-01-08,96.579,-6.8,5.8,-0.5,85.535,99.315,0.0,2.514,3.254,5.823,0.043,0.224,0.325,0.36,0.167,1.763,4.283,8849.75,0.0
2022-01-09,98.773,-9.1,1.7,-3.7,35.398,80.071,0.0,9.867,3.331,3.201,0.19,0.246,0.324,0.359,0.371,1.708,4.025,8876.125,0.0
2022-01-10,98.924,-5.6,9.2,1.8,36.694,71.624,0.0,9.854,2.222,2.181,0.305,0.238,0.323,0.359,0.304,1.742,3.875,8906.083,0.0
2022-01-11,98.03,1.5,16.1,8.8,27.542,67.569,0.0,9.961,4.183,4.003,0.612,0.282,0.323,0.359,0.996,1.942,3.758,8806.083,0.0
2022-01-12,97.56,-2.3,12.2,4.95,38.208,86.465,0.0,7.653,2.31,3.973,0.35,0.298,0.323,0.359,2.258,2.746,3.983,8765.917,0.0
2022-01-13,97.44,1.9,14.8,8.35,41.411,79.311,0.0,9.86,1.998,4.417,0.404,0.296,0.323,0.359,3.812,3.65,4.304,8771.125,0.0
2022-01-14,97.012,-2.2,11.8,4.8,52.884,98.007,1.379,3.32,4.032,2.898,0.289,0.293,0.322,0.36,4.725,4.762,4.913,8666.208,0.0
2022-01-15,97.835,-9.9,-4.6,-7.25,85.471,92.366,0.0,4.288,5.668,2.153,0.043,0.297,0.322,0.36,2.604,4.058,5.154,8628.292,0.0
2022-01-16,97.178,-12.7,6.5,-3.1,65.291,97.163,1.01,10.308,2.212,5.185,0.125,0.305,0.323,0.359,1.804,3.113,4.808,8796.917,0.0
2022-01-17,97.061,-3.7,11.6,3.95,45.029,94.595,0.0,10.094,3.009,3.014,0.282,0.32,0.333,0.359,2.321,2.971,4.512,8849.25,0.0
2022-01-18,96.475,2.7,16.6,9.65,33.878,70.085,0.0,9.582,3.325,2.37,0.535,0.317,0.336,0.361,4.121,3.958,4.612,8766.542,0.0
2022-01-19,98.124,-11.2,5.3,-2.95,49.567,77.278,0.0,4.894,6.399,0.5,0.158,0.304,0.331,0.364,2.863,4.225,5.083,8725.25,0.0
2022-01-20,99.066,-16.4,-7.7,-12.05,41.223,82.401,0.0,10.998,1.977,5.017,0.096,0.257,0.328,0.365,0.754,2.637,4.675,8922.042,0.0
2022-01-21,98.373,-13.8,-0.5,-7.15,37.526,79.531,0.0,10.195,3.687,6.209,0.179,0.21,0.326,0.364,-0.096,1.812,4.087,9013.958,0.0
2022-01-22,98.168,-3.7,9.9,3.1,35.089,53.447,0.0,10.498,3.006,1.198,0.433,0.216,0.324,0.364,0.046,1.508,3.633,8893.0,0.0
2022-01-23,97.274,-1.0,10.8,4.9,49.639,78.258,0.0,10.611,3.148,2.028,0.359,0.258,0.324,0.363,0.513,1.55,3.379,8833.167,0.0
2022-01-24,96.748,-4.4,11.6,3.6,43.924,69.55,0.0,9.413,4.523,2.943,0.471,0.295,0.324,0.363,3.775,3.212,3.629,8786.958,0.0
2022-01-25,98.216,-11.9,-4.7,-8.3,44.097,79.278,0.0,8.421,2.775,2.047,0.145,0.29,0.323,0.363,1.925,3.254,4.225,8889.5,0.0
2022-01-26,98.2,-8.9,2.6,-3.15,33.155,60.97,0.0,9.52,4.02,0.254,0.263,0.287,0.323,0.363,1.112,2.383,3.958,8939.625,0.0
2022-01-27,98.018,-4.8,7.4,1.3,42.051,90.735,0.0,9.538,3.043,4.926,0.25,0.286,0.322,0.363,1.6,2.271,3.708,8886.458,0.0
2022-01-28,98.451,-5.8,2.4,-1.7,40.439,82.254,0.0,7.902,2.306,5.598,0.219,0.286,0.322,0.362,2.092,2.738,3.792,8864.833,0.0
2022-01-29,97.35,-2.9,14.8,5.95,23.316,73.182,0.0,11.918,3.358,0.408,0.52,0.285,0.321,0.362,2.417,2.858,3.879,8874.708,0.0
2022-01-30,97.374,-4.8,10.9,3.05,30.214,75.876,0.0,10.776,1.261,1.59,0.39,0.285,0.321,0.362,2.983,3.354,4.079,8808.75,0.0
2022-01-31,96.63,1.2,19.7,10.45,16.948,57.186,0.0,11.793,4.509,5.558,0.889,0.285,0.32,0.362,4.45,4.108,4.375,8766.25,0.0
2022-02-01,97.005,-4.2,11.5,3.65,40.688,79.783,0.0,5.673,4.688,2.14,0.39,0.284,0.32,0.363,5.279,5.212,4.971,8651.042,0.0
2022-02-02,98.034,-10.7,-5.1,-7.9,48.076,91.196,0.25,8.842,6.793,2.579,0.104,0.283,0.319,0.363,3.342,4.429,5.146,8780.167,0.0
2022-02-03,98.508,-16.4,-6.4,-11.4,42.542,61.963,0.76,12.563,3.736,0.035,0.119,0.282,0.319,0.362,2.675,3.692,4.875,8993.417,0.0
2022-02-04,98.559,-16.9,1.3,-7.8,54.987,73.195,0.5,12.836,2.234,5.153,0.136,0.282,0.319,0.362,2.283,3.283,4.587,9025.25,0.0
2022-02-05,97.835,-6.8,8.0,0.6,37.473,79.34,0.0,13.055,6.072,2.042,0.315,0.302,0.327,0.361,1.996,2.938,4.296,8955.125,0.0
2022-02-06,97.728,-4.2,9.8,2.8,44.825,82.813,0.0,11.987,3.189,4.447,0.292,0.327,0.346,0.363,2.392,2.812,4.025,8887.0,0.0
2022-02-07,97.892,-4.9,13.8,4.45,29.975,80.587,0.0,11.267,3.387,2.153,0.416,0.317,0.341,0.372,2.796,3.171,4.058,8855.25,0.0
2022-02-08,97.164,2.2,17.4,9.8,21.449,60.072,0.0,11.889,3.491,2.144,0.663,0.312,0.337,0.373,4.017,3.85,4.217,8786.0,0.0
2022-02-09,97.225,-0.7,14.0,6.65,26.461,56.343,0.0,12.653,2.521,3.188,0.593,0.305,0.333,0.373,4.396,4.479,4.646,8777.625,0.0
2022-02-10,97.168,-2.0,12.8,5.4,39.843,74.325,0.0,13.017,3.726,2.234,0.498,0.301,0.33,0.372,5.058,4.892,4.913,8808.542,0.0
2022-02-11,96.929,-4.4,11.3,3.45,38.831,75.639,0.0,10.193,5.704,4.806,0.533,0.298,0.329,0.372,6.558,5.904,5.383,8778.958,0.0
2022-02-12,98.432,-12.6,2.1,-5.25,39.65,68.992,0.0,13.82,3.268,1.236,0.221,0.295,0.327,0.371,3.467,4.854,5.638,8916.208,0.0
2022-02-13,98.02,-4.5,2.6,-0.95,36.523,68.352,0.0,14.016,3.512,1.63,0.288,0.295,0.327,0.37,3.458,4.112,5.15,8957.75,0.0
2022-02-14,97.769,-3.9,11.1,3.6,29.513,68.387,0.0,14.271,2.72,1.064,0.461,0.294,0.326,0.37,4.508,4.529,5.067,8892.542,0.0
2022-02-15,96.779,1.2,19.9,10.55,25.432,57.429,0.0,11.29,6.536,5.28,0.832,0.293,0.325,0.369,5.642,5.35,5.379,8762.542,0.0
2022-02-16,96.282,0.6,14.8,7.7,44.031,71.438,0.0,11.737,6.309,2.667,0.588,0.292,0.325,0.369,8.662,7.208,5.996,8687.208,0.0
2022-02-17,97.668,-9.0,-0.6,-4.8,23.353,60.212,0.0,7.085,5.194,3.089,0.252,0.291,0.324,0.37,5.621,6.738,6.7,8783.542,0.0
2022-02-18,97.694,-8.2,11.1,1.45,33.145,72.258,0.0,14.948,5.673,0.589,0.388,0.29,0.323,0.369,3.446,4.658,6.054,8905.375,0.0
2022-02-19,98.165,-6.9,4.8,-1.05,22.669,72.651,0.0,15.133,4.182,0.72,0.358,0.289,0.323,0.368,4.258,4.8,5.633,8908.667,0.0
2022-02-20,96.669,4.6,19.0,11.8,25.394,59.534,0.0,15.29,5.603,1.78,0.79,0.288,0.323,0.368,6.396,5.667,5.721,8807.542,0.0
2022-02-21,96.103,-5.9,20.9,7.5,26.809,82.916,0.0,13.836,4.977,0.933,0.593,0.288,0.322,0.368,8.121,7.329,6.438,8710.167,0.0
2022-02-22,97.537,-13.9,-6.5,-10.2,56.959,87.398,0.0,11.447,5.525,1.179,0.067,0.287,0.322,0.368,4.058,6.092,6.804,8883.958,0.0
2022-02-23,98.705,-17.4,-6.7,-12.05,43.265,73.237,0.0,14.101,3.768,5.62,0.1,0.265,0.322,0.367,1.129,3.579,5.875,9060.292,0.0
2022-02-24,98.015,-13.8,-8.2,-11.0,67.334,87.901,0.0,6.503,2.67,3.656,0.055,0.229,0.321,0.366,0.446,2.458,4.904,8997.083,0.0
2022-02-25,98.765,-17.5,-2.3,-9.9,41.852,96.569,0.0,15.879,1.404,5.39,0.111,0.216,0.321,0.365,0.071,1.879,4.271,9015.625,0.0
2022-02-26,98.562,-12.6,4.8,-3.9,30.675,88.827,0.0,16.118,1.497,3.478,0.253,0.24,0.321,0.364,0.212,1.725,3.825,8978.083,0.0
2022-02-27,98.19,-6.6,12.7,3.05,18.112,61.567,0.0,16.114,2.372,1.098,0.525,0.282,0.32,0.364,1.617,2.179,3.688,8894.792,0.0
2022-02-28,97.646,0.5,19.3,9.9,16.146,39.681,0.0,15.752,2.61,3.722,0.885,0.282,0.32,0.364,4.533,3.842,4.075,8776.708,0.0
2022-03-01,97.382,6.4,23.9,15.15,18.995,38.88,0.0,15.126,3.094,5.482,1.245,0.28,0.32,0.365,7.188,5.913,4.975,8668.25,0.0
2022-03-02,97.346,8.5,27.0,17.75,20.229,40.819,0.0,16.221,2.337,2.082,1.44,0.279,0.32,0.365,9.275,7.675,6.062,8590.625,0.0
2022-03-03,97.681,2.5,15.7,9.1,38.016,91.976,0.0,16.098,3.595,4.941,0.479,0.278,0.319,0.366,9.846,8.838,7.133,8642.958,0.0
2022-03-04,96.971,4.4,21.7,13.05,40.936,79.025,0.0,8.995,5.272,4.384,0.695,0.277,0.319,0.367,9.688,8.987,7.762,8624.833,0.0
2022-03-05,96.243,0.1,25.0,12.55,30.337,87.368,0.76,14.525,7.592,0.087,0.582,0.276,0.319,0.367,11.938,10.288,8.333,8596.708,0.0
2022-03-06,97.421,-4.3,1.8,-1.25,56.877,98.142,0.0,7.218,3.517,4.401,0.118,0.274,0.318,0.367,7.712,9.021,8.821,8711.708,0.0
2022-03-07,97.955,-7.6,1.1,-3.25,52.006,95.217,10.17,18.399,3.045,0.953,0.123,0.274,0.318,0.367,5.408,6.979,8.088,8865.208,0.0
2022-03-08,97.533,-6.5,5.6,-0.45,48.707,85.742,1.793,15.754,3.11,0.155,0.2,0.287,0.319,0.366,4.154,5.55,7.246,8906.625,0.0
2022-03-09,97.502,-5.2,2.2,-1.5,55.269,89.801,0.0,14.967,3.775,3.71,0.173,0.3,0.32,0.365,4.242,5.304,6.658,8869.417,0.0
2022-03-10,97.72,-9.2,-5.4,-7.3,77.131,94.482,0.0,9.545,4.505,0.801,0.048,0.294,0.321,0.364,3.246,4.833,6.337,8853.333,0.0
2022-03-11,97.964,-10.2,0.0,-5.1,50.326,90.573,3.55,18.08,2.27,4.906,0.137,0.297,0.32,0.364,2.808,4.129,5.817,8957.417,0.0
2022-03-12,97.868,-15.2,7.8,-3.7,46.227,75.804,0.0,18.581,3.688,6.066,0.26,0.297,0.321,0.363,1.888,3.454,5.375,8975.417,0.0
2022-03-13,96.96,3.9,20.4,12.15,21.028,53.88,0.0,18.899,5.402,3.497,0.946,0.298,0.322,0.363,4.858,4.208,5.05,8787.667,0.0
2022-03-14,97.026,5.2,14.2,9.7,33.972,73.706,0.0,10.043,4.032,0.426,0.564,0.292,0.322,0.364,7.125,6.375,5.833,8640.958,0.0
2022-03-15,97.748,-0.6,16.7,8.05,39.029,98.51,0.0,19.138,1.682,3.039,0.416,0.289,0.321,0.364,8.204,7.208,6.488,8672.708,0.0
2022-03-16,96.709,6.6,24.4,15.5,27.255,70.505,0.0,18.567,4.022,1.165,1.019,0.287,0.321,0.366,9.7,8.467,7.25,8657.375,0.0
2022-03-17,96.512,5.5,16.8,11.15,50.596,84.693,0.85,10.841,4.838,1.151,0.415,0.285,0.32,0.366,10.458,9.592,8.054,8583.667,0.0
2022-03-18,96.846,0.7,9.3,5.0,54.859,100.214,6.967,6.359,4.584,1.95,0.192,0.324,0.339,0.368,7.492,8.438,8.346,8556.208,0.0
2022-03-19,97.327,-1.4,18.8,8.7,27.53,90.93,0.0,20.016,1.463,1.805,0.664,0.315,0.338,0.375,7.954,7.575,7.837,8650.333,0.0
2022-03-20,97.156,8.2,24.4,16.3,25.586,61.703,0.0,18.032,5.328,1.723,1.31,0.304,0.333,0.376,10.138,9.121,8.196,8632.542,0.0
2022-03-21,96.738,8.2,17.2,12.7,35.262,100.376,18.835,3.917,5.048,4.279,0.691,0.315,0.34,0.379,10.496,10.071,8.888,8472.042,0.0
2022-03-22,95.978,3.1,8.7,5.9,63.882,100.423,20.964,1.793,5.596,,0.159,0.351,0.363,0.404,8.279,9.025,9.042,8389.0,0.0
2022-03-23,96.508,1.5,5.4,3.45,64.752,97.828,0.085,2.208,5.188,2.158,0.16,0.324,0.344,0.39,5.375,7.012,8.388,8337.083,0.0
2022-03-24,96.806,1.4,7.1,4.25,70.978,99.607,0.153,7.263,2.752,1.227,0.115,0.319,0.34,0.385,5.479,6.258,7.596,8370.25,0.0
2022-03-25,97.525,1.2,13.5,7.35,26.863,90.357,0.0,12.335,3.067,0.345,0.446,0.312,0.336,0.382,5.733,6.275,7.279,8544.333,0.0
2022-03-26,97.642,-2.0,13.7,5.85,29.724,82.339,0.0,20.263,2.088,0.958,0.543,0.305,0.334,0.381,7.208,6.933,7.25,8731.458,0.0
2022-03-27,97.774,1.2,10.5,5.85,30.052,57.558,0.0,20.404,3.907,2.205,0.516,0.301,0.332,0.38,8.112,7.946,7.667,8784.083,0.001
2022-03-28,97.18,-1.2,15.8,7.3,38.47,75.941,0.0,20.314,4.167,4.575,0.554,0.298,0.331,0.379,8.45,8.154,7.921,8786.75,0.003
2022-03-29,95.553,7.2,27.2,17.2,38.809,89.387,4.014,11.751,6.325,5.988,0.823,0.296,0.33,0.379,10.679,9.408,8.304,8615.0,0.007
2022-03-30,95.756,2.4,14.3,8.35,66.379,86.871,0.0,6.425,6.136,3.225,0.236,0.294,0.329,0.379,9.55,9.971,9.083,8492.667,0.008
2022-03-31,96.505,-1.1,9.5,4.2,37.308,90.667,0.0,16.901,3.833,2.869,0.299,0.292,0.328,0.378,7.583,8.096,8.688,8661.333,0.005
2022-04-01,97.019,-1.8,18.2,8.2,33.167,83.361,0.25,19.356,3.826,1.612,0.653,0.291,0.328,0.377,8.846,8.462,8.462,8744.292,0.004
2022-04-02,97.368,3.1,17.9,10.5,27.649,83.895,0.0,21.979,2.943,5.872,0.739,0.29,0.327,0.377,11.25,10.029,8.896,8674.333,0.003
2022-04-03,96.973,8.1,20.2,14.15,44.775,75.798,0.0,10.071,3.859,1.475,0.723,0.288,0.327,0.377,11.621,10.925,9.654,8610.208,0.004
2022-04-04,96.87,4.6,16.6,10.6,30.49,82.171,0.0,20.256,2.485,2.109,0.626,0.287,0.326,0.377,12.121,11.179,10.004,8624.083,0.003
2022-04-05,95.79,8.1,19.1,13.6,46.3,93.081,0.34,7.559,4.163,2.686,0.423,0.285,0.326,0.377,12.142,11.654,10.483,8588.667,0.005
2022-04-06,96.659,5.4,15.5,10.45,24.304,52.51,0.0,17.526,5.809,1.993,0.776,0.283,0.325,0.377,11.433,11.317,10.629,8624.083,0.002
2022-04-07,97.182,3.3,9.2,6.25,39.625,86.041,0.034,10.963,7.036,3.371,0.426,0.281,0.324,0.377,9.742,10.467,10.517,8654.708,0.002
2022-04-08,97.362,0.7,12.8,6.75,18.985,70.634,0.0,23.549,5.394,5.326,0.571,0.279,0.324,0.376,9.562,9.737,10.046,8748.708,0.003
2022-04-09,96.697,-1.2,21.8,10.3,18.432,48.439,0.0,20.953,4.03,3.544,1.072,0.278,0.323,0.375,10.263,10.004,9.958,8720.583,0.007
2022-04-10,95.656,12.5,22.6,17.55,25.527,46.485,0.0,20.192,5.13,5.241,1.299,0.276,0.323,0.375,13.412,11.829,10.388,8610.708,0.017
2022-04-11,96.638,8.8,20.4,14.6,20.361,60.023,0.0,19.284,3.032,1.678,1.021,0.274,0.323,0.376,14.242,13.004,11.2,8618.375,0.012
2022-04-12,95.44,11.5,31.7,21.6,37.114,98.649,7.102,21.052,8.146,1.592,1.089,0.272,0.322,0.377,16.088,14.129,11.933,8552.958,0.022
2022-04-13,96.592,1.5,13.8,7.65,23.314,68.632,0.0,16.833,5.27,0.437,0.591,0.268,0.321,0.377,13.667,14.1,12.688,8579.375,0.019
2022-04-14,97.197,0.4,17.2,8.8,25.224,49.58,0.0,23.687,4.402,4.604,0.811,0.266,0.32,0.376,11.858,12.133,12.142,8737.208,0.012
2022-04-15,96.962,5.5,14.5,10.0,32.582,54.07,0.0,20.764,4.431,0.625,0.721,0.264,0.32,0.376,12.9,12.638,11.987,8707.458,0.015
2022-04-16,97.875,2.2,11.8,7.0,28.451,48.446,0.0,21.33,5.272,2.349,0.656,0.261,0.319,0.375,12.246,12.454,12.058,8754.0,0.009
2022-04-17,97.551,3.4,8.4,5.9,38.191,87.889,0.0,9.222,3.61,1.36,0.35,0.259,0.318,0.375,11.808,12.225,12.0,8693.667,0.01
2022-04-18,98.326,1.4,13.9,7.65,19.709,95.131,0.0,23.703,2.767,5.16,0.592,0.257,0.318,0.374,11.921,11.771,11.7,8755.25,0.007
2022-04-19,97.524,2.9,12.9,7.9,29.694,55.048,0.0,8.867,5.932,2.1,0.712,0.254,0.317,0.374,11.138,11.804,11.767,8664.583,0.009
2022-04-20,96.296,11.5,20.1,15.8,57.186,95.913,0.76,7.91,5.119,0.569,0.378,0.251,0.317,0.373,12.633,11.967,11.612,8537.0,0.015
2022-04-21,97.364,11.0,26.4,18.7,25.049,99.049,0.0,15.084,4.857,4.885,0.833,0.256,0.316,0.373,14.046,12.958,11.921,8505.25,0.011
2022-04-22,96.762,19.1,25.6,22.35,63.422,87.722,0.0,10.269,7.544,1.874,0.752,0.255,0.315,0.374,16.796,14.783,12.679,8407.292,0.012
2022-04-23,95.989,14.4,27.6,21.0,18.898,92.353,0.404,14.779,7.551,2.046,1.118,0.25,0.314,0.375,17.475,15.938,13.638,8400.792,0.015
2022-04-24,97.104,7.4,20.0,13.7,31.039,63.915,0.0,25.397,4.35,4.255,0.895,0.245,0.312,0.375,16.221,15.479,14.013,8540.625,0.008
2022-04-25,98.125,2.6,16.0,9.3,25.304,77.784,0.0,25.519,3.706,5.627,0.683,0.239,0.31,0.375,15.492,15.263,14.129,8657.167,0.003
2022-04-26,98.256,0.9,21.5,11.2,22.227,67.227,0.0,24.896,2.982,0.557,1.048,0.235,0.308,0.374,15.254,14.842,14.042,8653.292,0.001
2022-04-27,97.253,12.0,26.3,19.15,37.875,58.065,0.0,21.26,6.226,3.291,1.277,0.23,0.305,0.373,16.742,15.612,14.204,8542.375,0.001
2022-04-28,96.654,16.4,27.7,22.05,47.222,76.837,0.0,21.637,4.666,2.636,1.068,0.224,0.302,0.373,18.963,16.954,14.754,8466.792,0.001
2022-04-29,95.816,13.9,26.6,20.25,66.59,100.094,18.885,17.001,5.872,,0.473,0.235,0.298,0.374,19.146,17.942,15.575,8457.75,0.001
2022-04-30,96.335,10.7,16.3,13.5,54.925,89.825,0.0,12.011,5.698,2.84,0.428,0.319,0.313,0.391,15.288,16.25,15.712,8488.958,0.004
2022-05-01,97.246,8.1,20.5,14.3,31.68,76.692,0.0,23.15,2.824,3.083,0.822,0.302,0.323,0.388,14.792,14.742,14.838,8580.125,0.005
2022-05-02,96.808,6.4,15.0,10.7,62.509,100.029,13.932,4.748,5.209,,0.182,0.309,0.335,0.393,13.954,14.921,14.746,8481.167,0.012
2022-05-03,97.236,5.0,11.4,8.2,76.26,100.066,0.437,12.646,3.305,2.792,0.165,0.331,0.349,0.398,12.171,12.996,13.921,8525.25,0.04
2022-05-04,97.35,9.3,11.0,10.15,87.57,100.36,14.73,4.388,2.774,,0.089,0.333,0.349,0.398,12.446,13.146,13.6,8492.042,0.028
2022-05-05,96.838,10.0,13.6,11.8,99.485,100.364,26.828,2.957,,,,0.366,0.371,0.408,12.725,12.992,13.292,8411.333,0.08
2022-05-06,96.752,11.5,19.7,15.6,73.762,100.366,1.555,14.421,1.584,,0.308,0.347,0.355,0.401,15.146,13.908,13.338,8447.75,0.744
2022-05-07,96.541,12.7,23.7,18.2,62.786,94.646,0.0,25.118,5.203,1.129,0.493,0.323,0.342,0.397,17.075,15.654,14.046,8539.042,0.228
2022-05-08,95.706,18.2,25.5,21.85,69.619,91.244,0.25,22.491,5.515,2.863,0.494,0.306,0.336,0.394,19.275,17.121,14.85,8516.292,0.186
2022-05-09,95.6,22.3,34.1,28.2,39.241,92.771,0.0,25.624,6.718,6.01,1.372,0.292,0.332,0.392,22.55,19.4,15.962,8422.833,0.163
2022-05-10,96.641,24.3,34.3,29.3,50.928,91.308,0.0,25.418,4.614,6.097,1.158,0.274,0.327,0.391,25.071,21.679,17.404,8355.583,0.134
2022-05-11,97.113,23.5,32.0,27.75,48.219,94.18,0.0,23.989,4.624,0.242,1.107,0.258,0.321,0.389,25.708,22.992,18.775,8352.958,0.121
2022-05-12,96.752,22.2,33.9,28.05,31.258,90.097,0.0,25.449,5.062,2.455,1.563,0.243,0.313,0.387,25.471,23.188,19.55,8359.125,0.115
2022-05-13,97.053,17.2,27.3,22.25,49.894,95.366,0.25,21.756,1.966,3.488,0.884,0.23,0.304,0.384,25.112,23.258,20.05,8372.083,0.104
2022-05-14,97.107,15.3,31.1,23.2,36.961,98.76,0.25,25.2,1.468,5.4,1.117,0.22,0.297,0.381,25.004,23.275,20.354,8389.625,0.098
2022-05-15,97.238,12.0,23.3,17.65,61.068,96.919,8.193,18.629,2.203,,0.528,0.211,0.289,0.378,23.642,23.008,20.65,8406.375,0.097
2022-05-16,97.346,10.0,26.4,18.2,38.527,98.472,0.0,27.156,1.362,5.835,0.842,0.208,0.283,0.374,22.65,21.9,20.317,8467.083,0.091
2022-05-17,96.76,15.0,30.3,22.65,57.73,98.338,26.16,23.641,3.379,,0.795,0.225,0.288,0.376,22.954,22.333,20.492,8433.208,0.085
2022-05-18,96.7,15.4,29.0,22.2,50.129,99.125,3.105,25.39,1.774,,0.595,0.334,0.352,0.403,22.842,21.892,20.504,8397.542,0.173
2022-05-19,95.748,19.8,29.2,24.5,62.603,94.992,0.0,23.146,3.386,4.151,0.6,0.304,0.335,0.397,23.921,22.921,20.783,8415.583,0.094
2022-05-20,95.853,14.1,25.0,19.55,44.603,84.412,0.0,15.8,3.557,5.703,0.797,0.288,0.33,0.394,22.521,22.371,20.912,8411.708,0.081
2022-05-21,97.68,4.4,14.8,9.6,49.371,94.208,0.0,18.984,3.607,4.296,0.505,0.275,0.323,0.391,19.921,20.679,20.371,8542.958,0.066
2022-05-22,98.35,2.7,19.8,11.25,37.757,99.193,0.0,24.252,1.399,0.998,0.572,0.267,0.318,0.387,19.521,19.688,19.562,8623.833,0.065
2022-05-23,97.881,10.4,18.1,14.25,50.891,85.167,0.0,11.172,2.095,1.595,0.553,0.258,0.313,0.384,18.933,19.592,19.3,8531.208,0.065
2022-05-24,96.867,11.6,13.6,12.6,78.712,100.232,16.886,3.416,2.895,,0.146,0.301,0.33,0.384,17.029,18.283,18.742,8420.208,0.076
2022-05-25,96.212,10.6,14.8,12.7,99.539,100.316,33.393,3.056,2.508,1.725,,0.362,0.368,0.408,16.246,17.121,17.879,8318.583,0.122
2022-05-26,96.671,10.6,16.9,13.75,76.448,100.296,3.318,9.902,2.981,5.357,0.183,0.347,0.358,0.407,15.646,16.287,17.171,8337.0,0.559
2022-05-27,97.051,11.0,27.7,19.35,48.539,97.401,0.0,27.826,1.645,6.186,0.749,0.325,0.343,0.4,18.279,17.208,16.896,8459.208,0.29
2022-05-28,96.203,19.2,28.9,24.05,57.447,77.816,0.0,24.729,5.228,3.35,1.018,0.302,0.336,0.397,20.925,19.421,17.679,8436.333,0.224
2022-05-29,95.439,22.5,29.5,26.0,61.349,75.03,2.79,20.7,6.157,2.285,1.057,0.28,0.328,0.394,22.504,20.758,18.521,8385.542,0.187
2022-05-30,95.712,19.2,30.0,24.6,57.529,88.361,29.56,25.844,6.632,5.482,0.86,0.263,0.32,0.391,23.804,21.858,19.271,8382.75,0.156
2022-05-31,96.825,13.6,25.1,19.35,62.416,100.209,29.933,21.982,1.497,,0.641,0.36,0.371,0.415,22.625,21.892,20.404,8430.042,0.574
2022-06-01,97.539,11.6,19.7,15.65,74.475,98.463,7.553,8.346,1.917,2.641,0.26,0.349,0.359,0.414,21.188,21.575,20.258,8384.958,0.339
2022-06-02,97.482,7.6,24.6,16.1,40.102,100.198,0.5,28.027,1.112,0.485,0.703,0.334,0.351,0.413,20.388,20.071,19.533,8460.417,0.287
2022-06-03,97.302,12.8,26.1,19.45,47.17,87.793,0.0,27.338,1.823,3.598,0.857,0.31,0.342,0.408,21.537,20.821,19.475,8471.75,0.235
2022-06-04,96.827,14.8,23.0,18.9,77.186,99.906,5.065,14.945,2.22,5.661,0.248,0.314,0.338,0.402,20.933,20.721,19.617,8454.542,0.218
2022-06-05,96.362,16.9,25.6,21.25,77.221,99.702,6.192,19.899,2.282,3.259,0.267,0.332,0.341,0.398,22.112,21.025,19.567,8446.0,0.207
2022-06-06,96.279,17.5,28.9,23.2,69.477,100.049,0.0,24.222,1.572,5.46,0.415,0.333,0.343,0.397,23.792,22.075,20.008,8394.583,0.192
2022-06-07,96.771,17.6,29.2,23.4,58.141,100.018,14.73,26.15,1.46,3.407,0.758,0.331,0.34,0.396,25.225,23.463,20.783,8374.708,0.17
2022-06-08,97.188,16.2,24.6,20.4,60.171,100.181,5.588,23.885,3.07,,0.516,0.352,0.358,0.409,24.317,23.571,21.463,8403.917,0.208
2022-06-09,97.341,14.2,24.0,19.1,62.234,97.254,0.085,14.981,1.633,1.568,0.469,0.323,0.342,0.404,22.45,22.617,21.488,8413.083,0.161
2022-06-10,96.822,17.8,27.9,22.85,72.114,93.76,0.0,20.488,1.997,4.162,0.491,0.309,0.336,0.399,23.054,22.158,21.092,8397.75,0.152
2022-06-11,96.417,17.8,32.7,25.25,66.527,100.182,32.5,24.363,2.63,,0.572,0.313,0.344,0.401,24.492,23.404,21.625,8363.75,0.137
2022-06-12,96.208,20.3,31.8,26.05,81.105,98.78,0.25,11.328,3.619,,0.34,0.347,0.358,0.41,24.317,23.746,22.242,8245.333,1.448
2022-06-13,96.1,26.5,35.3,30.9,48.106,91.193,0.0,26.931,4.568,4.31,1.502,0.318,0.343,0.403,25.979,24.358,22.2,8303.708,0.47
