datetime,pressure,tmin,tmax,tavg,rmin,rmax,prcp,srad,wspd,wdir,vpd,vwc_5cm,vwc_20cm,vwc_40cm,soiltemp_5cm,soiltemp_20cm,soiltemp_40cm,battv,discharge
2023-09-16,97.552,13.8,27.0,20.4,58.957,100.268,0.75,16.244,1.364,4.87,0.498,0.139,0.164,0.223,21.246,21.546,22.079,8310.042,0.0
2023-09-17,97.536,8.2,26.8,17.5,39.936,100.349,0.0,18.739,1.161,0.444,0.865,0.139,0.164,0.222,20.529,21.296,21.933,8376.208,0.0
2023-09-18,97.035,15.2,33.5,24.35,35.833,76.646,0.0,18.877,3.209,6.245,1.494,0.139,0.164,0.222,21.175,21.325,21.708,8344.25,0.0
2023-09-19,96.574,18.8,27.6,23.2,53.386,88.935,0.0,10.145,4.253,3.235,1.094,0.139,0.165,0.222,22.142,22.054,21.879,8272.417,0.0
2023-09-20,96.822,17.7,30.8,24.25,57.568,97.088,0.0,17.949,3.408,0.241,0.751,0.139,0.164,0.222,22.588,22.175,21.963,8313.958,0.0
2023-09-21,97.184,16.9,30.7,23.8,59.233,100.108,0.0,13.897,3.0,5.253,0.737,0.139,0.165,0.222,23.375,22.858,22.233,8284.583,0.0
2023-09-22,97.036,17.1,26.4,21.75,71.155,100.203,17.693,6.116,3.079,,0.455,0.215,0.165,0.221,22.371,22.662,22.417,8211.583,0.0
2023-09-23,96.671,19.4,29.7,24.55,64.523,98.631,0.0,11.416,2.32,2.266,0.582,0.236,0.166,0.222,22.471,22.375,22.254,8232.208,0.0
2023-09-24,97.096,9.9,29.0,19.45,39.993,99.61,0.0,18.665,1.431,3.525,0.86,0.228,0.167,0.223,20.946,21.825,22.167,8336.375,0.0
2023-09-25,97.502,11.3,29.9,20.6,40.953,98.832,0.0,17.914,1.096,2.759,0.885,0.222,0.168,0.223,20.442,21.142,21.783,8356.0,0.0
2023-09-26,97.431,11.1,29.6,20.35,48.882,99.378,0.0,16.823,1.336,3.736,0.786,0.216,0.169,0.223,20.454,20.988,21.517,8341.375,0.0
2023-09-27,97.288,12.9,28.5,20.7,53.708,98.213,0.0,17.273,1.262,5.411,0.756,0.21,0.17,0.224,20.783,21.108,21.396,8342.917,0.0
2023-09-28,97.01,16.3,35.1,25.7,39.791,90.158,0.0,17.241,2.328,4.612,1.348,0.204,0.171,0.224,21.629,21.467,21.383,8312.125,0.0
2023-09-29,96.962,20.5,34.5,27.5,41.13,84.963,0.0,16.98,3.883,4.911,1.52,0.196,0.172,0.225,22.875,22.312,21.683,8275.083,0.0
2023-09-30,97.28,22.8,34.1,28.45,43.93,79.081,0.0,16.497,4.142,5.894,1.489,0.187,0.173,0.226,23.683,22.992,22.067,8270.458,0.0
2023-10-01,97.625,21.2,33.0,27.1,35.608,79.755,0.0,16.716,3.016,3.765,1.486,0.179,0.174,0.226,23.658,23.242,22.354,8279.083,0.0
2023-10-02,97.49,18.3,31.9,25.1,41.95,84.251,0.0,16.007,2.523,0.084,1.319,0.172,0.174,0.226,22.992,22.925,22.412,8297.583,0.0
2023-10-03,96.981,16.7,28.5,22.6,53.477,99.727,15.75,8.262,3.587,6.131,1.052,0.167,0.174,0.227,22.508,22.642,22.354,8257.542,0.0
2023-10-04,97.155,10.7,23.1,16.9,59.982,100.139,10.302,14.283,1.576,,0.365,0.288,0.222,0.226,20.638,21.55,22.067,8341.458,0.0
2023-10-05,97.526,7.4,24.3,15.85,41.122,99.357,0.0,16.707,1.488,0.532,0.572,0.28,0.219,0.226,18.767,20.133,21.417,8439.042,0.0
2023-10-06,98.155,2.4,15.2,8.8,37.976,99.143,0.0,10.667,2.191,2.336,0.365,0.272,0.217,0.226,16.246,18.492,20.596,8484.75,0.0
2023-10-07,98.227,-0.9,17.1,8.1,45.724,99.108,0.0,16.718,1.438,5.462,0.346,0.267,0.214,0.225,14.083,16.429,19.396,8577.417,0.0
2023-10-08,97.194,8.6,27.0,17.8,35.74,80.712,0.0,16.295,2.125,3.302,0.877,0.261,0.212,0.225,15.075,16.233,18.537,8494.375,0.0
2023-10-09,96.996,3.3,20.5,11.9,41.438,99.215,0.0,16.236,1.3,4.691,0.502,0.255,0.211,0.225,15.175,16.492,18.287,8464.125,0.0
2023-10-10,96.633,4.4,23.8,14.1,40.736,92.774,0.0,12.261,2.2,4.4,0.85,0.251,0.209,0.225,14.808,16.05,17.946,8452.083,0.0
2023-10-11,95.82,13.3,28.8,21.05,54.512,97.782,0.0,14.66,3.546,3.87,0.753,0.246,0.208,0.225,17.021,16.971,17.829,8391.125,0.0
2023-10-12,95.586,16.6,20.8,18.7,79.455,99.463,5.58,2.641,4.767,,0.326,0.244,0.207,0.225,18.158,18.246,18.367,8248.292,0.0
2023-10-13,96.398,8.6,18.5,13.55,73.338,94.846,0.0,6.419,5.175,3.967,0.234,0.269,0.206,0.225,16.058,17.388,18.421,8237.708,0.0
2023-10-14,97.685,9.5,11.6,10.55,80.262,95.922,0.0,2.745,3.59,4.96,0.171,0.268,0.204,0.225,14.129,15.742,17.762,8215.417,0.0
2023-10-15,98.252,8.4,11.0,9.7,72.741,96.86,0.0,4.477,2.613,2.909,0.18,0.265,0.203,0.225,13.846,15.221,17.179,8188.5,0.0
2023-10-16,98.068,1.1,17.5,9.3,50.484,98.267,0.0,15.274,1.379,2.855,0.318,0.262,0.202,0.225,12.638,14.346,16.658,8384.958,0.0
2023-10-17,97.261,4.0,24.0,14.0,38.808,89.516,0.0,14.732,2.268,3.274,0.769,0.257,0.201,0.224,12.754,14.0,16.138,8506.5,0.0
2023-10-18,96.815,10.2,19.7,14.95,56.596,74.854,0.0,6.088,2.778,0.126,0.608,0.253,0.201,0.224,13.929,14.675,16.067,8405.667,0.0
2023-10-19,96.947,8.8,25.0,16.9,41.038,93.549,0.0,14.226,1.82,0.005,0.662,0.249,0.2,0.225,13.979,14.692,16.033,8466.042,0.0
2023-10-20,96.815,6.1,28.9,17.5,35.812,97.709,0.0,14.508,1.202,2.692,0.905,0.245,0.2,0.225,14.462,14.975,16.05,8427.083,0.0
2023-10-21,96.983,6.7,26.9,16.8,35.097,90.38,0.0,14.06,1.377,5.179,0.954,0.241,0.2,0.225,15.071,15.5,16.196,8398.833,0.0
2023-10-22,97.055,9.8,25.4,17.6,39.272,71.193,0.0,13.182,3.448,2.746,0.98,0.237,0.199,0.225,14.825,15.421,16.271,8434.667,0.0
2023-10-23,96.612,16.7,29.9,23.3,55.047,92.9,0.25,11.964,4.733,1.29,0.84,0.233,0.199,0.225,17.183,16.517,16.45,8377.542,0.0
2023-10-24,96.792,17.0,21.7,19.35,78.622,100.181,1.52,3.689,3.582,4.176,0.218,0.229,0.2,0.226,18.417,17.921,17.171,8240.208,0.0
2023-10-25,96.946,16.1,20.4,18.25,98.457,100.204,8.37,2.439,2.121,4.893,0.018,0.248,0.2,0.226,17.871,17.8,17.538,8151.417,0.0
2023-10-26,96.618,17.2,25.6,21.4,67.93,100.059,0.76,8.709,2.785,2.595,0.377,0.277,0.2,0.227,18.517,18.125,17.725,8225.625,0.0
2023-10-27,97.78,0.8,18.6,9.7,61.994,99.502,0.0,9.674,3.728,0.792,0.206,0.271,0.2,0.227,15.867,17.325,17.846,8435.292,0.0
2023-10-28,98.061,-2.3,4.5,1.1,70.537,100.336,7.406,5.093,2.452,1.38,0.101,0.287,0.199,0.227,11.383,14.292,16.867,8569.167,0.0
2023-10-29,98.255,-1.8,2.4,0.3,66.259,92.862,0.0,3.854,3.176,3.359,0.12,0.311,0.224,0.226,9.504,12.138,15.454,8489.083,0.0
2023-10-30,98.407,-8.3,6.2,-1.05,48.428,99.014,0.0,13.359,2.026,5.72,0.176,0.302,0.231,0.225,7.479,10.358,14.196,8625.25,0.0
2023-10-31,98.569,-7.2,3.6,-1.8,38.902,78.223,0.0,13.296,2.761,5.962,0.218,0.297,0.233,0.225,6.917,9.417,13.142,8768.0,0.0
2023-11-01,98.137,-6.3,11.2,2.45,46.382,74.367,0.0,11.597,3.224,5.537,0.331,0.293,0.233,0.224,5.917,8.375,12.254,8751.208,0.0
2023-11-02,97.564,2.4,18.5,10.45,43.854,80.017,0.0,12.398,3.93,4.988,0.52,0.289,0.234,0.224,7.825,8.917,11.725,8632.333,0.0
2023-11-03,97.329,6.4,17.9,12.15,50.028,80.618,0.0,7.712,4.042,3.81,0.519,0.286,0.234,0.224,9.729,10.288,11.942,8506.5,0.0
2023-11-04,97.875,5.9,14.5,10.2,60.406,84.204,0.0,4.531,1.282,2.126,0.318,0.283,0.234,0.224,10.038,10.804,12.258,8417.542,0.0
2023-11-05,97.21,2.2,22.5,12.35,60.795,97.349,0.0,9.372,2.22,0.485,0.375,0.28,0.234,0.224,10.421,10.942,12.342,8435.042,0.0
2023-11-06,96.688,8.8,21.8,15.3,54.865,99.461,0.0,8.384,1.922,4.85,0.417,0.278,0.234,0.224,12.692,12.462,12.75,8415.0,0.0
2023-11-07,96.424,8.7,22.8,15.75,76.415,99.78,0.0,9.457,1.902,3.339,0.183,0.276,0.233,0.225,12.925,12.967,13.275,8443.958,0.0
2023-11-08,96.527,6.9,20.2,13.55,46.281,99.771,0.25,6.848,2.23,2.529,0.464,0.274,0.233,0.225,12.842,13.233,13.587,8451.25,0.0
2023-11-09,97.935,0.2,15.7,7.95,32.124,96.542,0.0,9.995,1.314,3.125,0.418,0.272,0.233,0.225,11.379,12.508,13.583,8510.167,0.0
2023-11-10,98.142,-2.0,14.5,6.25,40.637,87.624,0.0,11.453,1.762,3.409,0.398,0.271,0.232,0.225,9.542,11.175,13.096,8602.417,0.0
2023-11-11,98.072,5.8,13.4,9.6,50.1,77.171,0.0,3.421,3.263,3.575,0.484,0.27,0.232,0.225,9.596,10.767,12.583,8504.917,0.0
2023-11-12,98.019,6.0,21.9,13.95,42.011,78.427,0.0,10.896,2.926,1.25,0.605,0.268,0.232,0.225,10.246,10.921,12.371,8505.625,0.0
2023-11-13,98.472,1.6,21.9,11.75,30.432,91.148,0.0,11.096,1.87,4.439,0.705,0.267,0.232,0.225,9.908,10.921,12.358,8531.542,0.0
2023-11-14,97.878,8.0,21.1,14.55,41.417,76.178,0.0,10.566,3.064,5.876,0.702,0.265,0.232,0.225,10.679,11.2,12.317,8526.333,0.0
2023-11-15,97.653,9.1,22.8,15.95,54.737,81.063,0.0,10.096,2.736,3.268,0.622,0.264,0.232,0.225,11.604,11.783,12.496,8499.292,0.0
2023-11-16,96.934,10.6,19.0,14.8,65.896,82.564,0.0,5.818,3.965,3.399,0.458,0.263,0.232,0.225,12.183,12.362,12.788,8437.583,0.0
2023-11-17,97.445,1.5,14.4,7.95,40.595,82.992,0.0,10.437,1.908,0.364,0.396,0.262,0.232,0.226,11.575,12.346,12.971,8524.667,0.0
2023-11-18,97.383,1.9,19.5,10.7,42.922,81.116,0.0,10.192,1.572,4.519,0.504,0.261,0.231,0.226,9.954,11.142,12.65,8582.25,0.0
2023-11-19,96.677,7.1,12.4,9.75,65.139,100.222,30.607,1.089,3.148,4.816,0.305,0.29,0.236,0.225,10.571,11.271,12.4,8409.208,0.0
2023-11-20,96.761,5.8,7.8,6.8,98.812,100.191,10.932,0.983,3.205,4.371,0.01,0.338,0.331,0.226,9.921,10.879,12.246,8281.458,0.0
2023-11-21,97.874,-1.3,7.6,3.15,49.609,100.042,0.25,10.322,3.698,3.707,0.223,0.319,0.32,0.243,9.217,10.404,11.867,8485.208,0.0
2023-11-22,97.538,-4.5,14.6,5.05,44.62,96.013,0.0,10.041,2.736,6.227,0.322,0.31,0.313,0.257,7.204,9.021,11.3,8674.375,0.0
2023-11-23,97.491,-0.5,8.1,3.8,49.128,90.673,0.0,8.963,4.007,6.149,0.273,0.305,0.31,0.265,7.654,8.904,10.804,8657.208,0.0
2023-11-24,98.474,-4.6,0.8,-1.9,51.498,69.792,0.0,5.292,3.387,1.646,0.195,0.301,0.307,0.269,6.146,8.146,10.417,8667.75,0.0
2023-11-25,97.844,-5.0,-2.8,-3.9,69.016,100.567,0.0,1.604,0.92,3.4,0.106,0.3,0.305,0.272,4.817,6.946,9.683,8598.25,0.0
2023-11-26,97.441,-7.5,4.0,-1.75,72.599,100.567,12.876,6.412,1.623,3.366,0.098,0.318,0.311,0.274,4.583,6.371,9.029,8676.375,0.0
2023-11-27,97.892,-7.2,6.3,-0.45,70.178,99.717,0.663,9.868,1.885,5.751,0.082,0.33,0.329,0.289,3.683,5.604,8.446,8789.875,0.0
2023-11-28,97.841,-6.2,4.9,-0.65,76.076,96.652,0.0,9.704,3.047,2.331,0.088,0.325,0.33,0.354,3.342,5.087,7.883,8801.292,0.0
2023-11-29,97.144,-2.9,10.8,3.95,52.418,92.237,0.0,9.95,2.228,1.597,0.231,0.321,0.326,0.359,4.179,5.275,7.558,8752.125,0.0
2023-11-30,96.452,2.2,9.0,5.6,72.918,99.899,2.077,3.118,3.561,5.862,0.143,0.317,0.322,0.359,5.883,6.312,7.725,8579.667,0.0
2023-12-01,96.69,-5.0,2.5,-1.25,89.306,100.255,3.664,2.114,2.43,5.835,0.032,0.333,0.334,0.366,5.542,6.646,7.996,8455.208,0.0
2023-12-02,96.822,-7.1,0.4,-3.35,94.192,100.403,0.5,2.662,1.119,4.497,0.013,0.32,0.326,0.366,3.738,5.571,7.804,8423.917,0.0
2023-12-03,96.421,-1.5,7.4,2.95,79.439,100.599,0.571,3.914,2.774,2.043,0.072,0.317,0.323,0.364,4.221,5.325,7.362,8436.167,0.0
2023-12-04,97.221,-2.8,11.9,4.55,51.464,98.874,0.25,8.246,2.429,4.976,0.231,0.314,0.321,0.363,4.812,5.654,7.3,8559.917,0.0
2023-12-05,97.987,-1.2,9.3,4.05,58.214,88.641,0.0,8.949,2.624,5.383,0.174,0.311,0.319,0.362,5.475,6.175,7.413,8675.958,0.0
2023-12-06,97.786,-0.6,14.9,7.15,54.344,91.867,0.0,8.399,4.293,1.419,0.326,0.308,0.317,0.361,5.254,6.029,7.454,8686.917,0.0
2023-12-07,96.273,8.6,18.2,13.4,61.194,87.625,0.0,8.71,5.338,5.164,0.377,0.305,0.315,0.36,7.417,7.142,7.683,8597.625,0.0
2023-12-08,96.225,2.6,15.0,8.8,49.434,97.615,0.0,8.56,2.297,2.667,0.344,0.303,0.314,0.36,8.0,8.058,8.25,8585.542,0.0
2023-12-09,97.434,-1.2,8.5,3.65,42.618,82.845,0.0,9.001,3.648,3.436,0.322,0.301,0.312,0.359,7.158,7.888,8.546,8674.917,0.0
2023-12-10,97.742,-6.6,8.5,0.95,45.141,86.403,0.0,6.898,2.559,0.295,0.277,0.299,0.311,0.357,5.058,6.658,8.288,8722.458,0.0
2023-12-11,97.544,-3.6,11.9,4.15,42.344,86.524,0.0,8.842,2.188,0.985,0.307,0.298,0.31,0.355,4.896,6.062,7.829,8703.0,0.0
2023-12-12,98.465,-0.9,6.7,2.9,44.319,80.189,0.0,6.382,2.207,5.972,0.319,0.296,0.31,0.354,5.117,6.083,7.604,8695.958,0.0
2023-12-13,99.002,-0.6,11.5,5.45,53.468,76.403,0.0,6.72,1.283,1.902,0.287,0.295,0.309,0.353,5.112,6.029,7.458,8680.583,0.0
2023-12-14,98.834,2.9,11.2,7.05,54.409,82.137,0.0,4.566,1.956,0.596,0.326,0.294,0.308,0.352,5.675,6.254,7.4,8592.083,0.0
2023-12-15,97.901,4.0,6.9,5.45,73.246,100.299,17.597,1.038,1.062,0.043,0.143,0.328,0.328,0.356,6.304,6.729,7.571,8448.75,0.0
2023-12-16,97.44,-1.2,6.8,2.8,85.511,100.298,0.25,3.42,2.64,2.628,0.075,0.327,0.335,0.38,6.533,6.967,7.733,8407.417,0.0
2023-12-17,97.268,-1.6,12.8,5.6,58.806,98.132,0.0,8.412,2.011,5.108,0.168,0.32,0.329,0.387,5.575,6.504,7.717,8569.792,0.0
2023-12-18,98.059,-3.6,5.0,0.7,47.955,96.786,0.0,8.763,2.061,2.073,0.161,0.316,0.326,0.386,4.846,6.129,7.542,8729.125,0.0
2023-12-19,97.331,-2.7,11.8,4.55,47.537,75.85,0.0,6.954,4.667,4.387,0.377,0.313,0.323,0.384,4.279,5.438,7.192,8728.292,0.0
2023-12-20,97.425,4.9,13.8,9.35,66.024,93.327,0.0,5.726,3.822,4.048,0.232,0.31,0.322,0.383,5.75,6.012,7.067,8611.667,0.0
2023-12-21,97.662,10.6,13.3,11.95,84.043,100.152,1.765,2.678,2.925,1.391,0.131,0.308,0.32,0.382,7.879,7.367,7.462,8459.25,0.0
2023-12-22,97.41,4.4,12.1,8.25,96.163,100.441,3.648,2.161,1.853,5.274,0.02,0.33,0.332,0.387,8.9,8.467,8.125,8339.25,0.0
2023-12-23,97.128,1.6,14.4,8.0,95.232,100.148,0.76,2.596,3.305,5.868,0.016,0.323,0.331,0.391,8.013,8.204,8.475,8282.167,0.0
2023-12-24,96.533,1.9,14.7,8.3,98.868,100.363,26.731,1.543,4.297,,0.012,0.349,0.351,0.4,10.388,9.592,8.875,8206.958,0.0
2023-12-25,96.553,-2.2,1.7,-0.25,93.376,100.491,0.84,2.497,4.39,5.939,0.026,0.335,0.341,0.397,7.346,8.763,9.321,8159.208,0.0
2023-12-26,96.139,-2.4,0.1,-1.15,98.433,100.586,4.31,3.105,3.319,5.425,0.01,0.326,0.333,0.393,4.846,6.646,8.588,8142.208,0.0
2023-12-27,97.021,-2.5,0.5,-1.0,91.255,100.496,0.76,3.314,3.235,4.597,0.042,0.326,0.333,0.39,4.533,5.921,7.896,8153.167,0.0
2023-12-28,97.569,-4.4,3.0,-0.7,85.596,100.156,1.379,5.64,2.559,2.282,0.038,0.328,0.333,0.389,4.133,5.479,7.454,8313.875,0.0
2023-12-29,97.404,-1.7,7.7,3.0,59.465,98.676,0.0,8.686,2.905,4.819,0.131,0.327,0.335,0.39,4.379,5.35,7.1,8616.0,0.0
2023-12-30,97.25,-1.9,10.2,4.15,68.219,96.103,0.0,5.787,1.449,1.111,0.108,0.322,0.331,0.389,4.075,5.212,6.913,8677.208,0.0
2023-12-31,97.805,-2.7,0.8,-0.95,88.409,97.199,0.0,1.498,2.689,0.108,0.039,0.319,0.329,0.387,3.712,5.012,6.712,8570.167,0.0
