Geometry,X,Y,Crop,TimeStamp,Yield,Flow,Moisture,Duration,Distance,Width,Area
Point,-156.576874417369,-69.6811879882589,Soybeans,2015-10-10 15:07:35,50.51,5.699,13,1,25.1969,468.1102,0.00188
Point,-156.100303161424,-70.0837483294308,Soybeans,2015-10-10 15:07:36,51.41,5.8003,13,1,25.1969,468.1102,0.00188
Point,-155.63204715203,-70.5086519867182,Soybeans,2015-10-10 15:07:37,50.66,5.7151,13,1,25.1969,468.1102,0.00188
Point,-155.198382052942,-70.9452482610941,Soybeans,2015-10-10 15:07:38,54.2,5.8286,13,1,24.0157,468.1102,0.001792
Point,-154.808573010028,-71.3603942710906,Soybeans,2015-10-10 15:07:39,55.86,5.5141,13,1,22.0472,468.1102,0.001645
Point,-154.401183489128,-71.7863398073241,Soybeans,2015-10-10 15:07:40,55.58,5.6829,13,1,22.8346,468.1102,0.001704
Point,-153.950507728732,-72.2004438219592,Soybeans,2015-10-10 15:07:41,60.73,6.5307,13,1,24.0157,468.1102,0.001792
Point,-153.456735693151,-72.5916090635583,Soybeans,2015-10-10 15:07:42,58.56,6.6071,13,1,25.1969,468.1102,0.00188
Point,-152.9028568496,-72.937343319878,Soybeans,2015-10-10 15:07:44,54.75,6.2731,13,1,25.5906,468.1102,0.00191
Point,-152.332157405675,-73.2494880938902,Soybeans,2015-10-10 15:07:44,59.98,6.6609,13,1,24.8031,468.1102,0.001851
Point,-151.701161187724,-73.5272991126403,Soybeans,2015-10-10 15:07:45,53.61,6.6156,13,1,27.5591,468.1102,0.002057
Point,-151.036333854077,-73.7490284312516,Soybeans,2015-10-10 15:07:46,52.55,6.392,13,1,27.1654,468.1102,0.002027
Point,-150.311209755368,-73.9364239703864,Soybeans,2015-10-10 15:07:48,49.3,6.6921,13,1,30.315,468.1102,0.002262
Point,-149.612551279366,-74.1020715162158,Soybeans,2015-10-10 15:07:48,56.36,7.0544,13,1,27.9528,468.1102,0.002086
Point,-148.914272726863,-74.2455245060846,Soybeans,2015-10-10 15:07:49,54.91,6.9695,13,1,28.3465,468.1102,0.002115
Point,-148.216184125864,-74.3778801877052,Soybeans,2015-10-10 15:07:50,54.46,6.9129,13,1,28.3465,468.1102,0.002115
Point,-147.448723583715,-74.4979477003217,Soybeans,2015-10-10 15:07:52,53.39,7.247,13,1,30.315,468.1102,0.002262
Point,-146.681832955568,-74.5847233962268,Soybeans,2015-10-10 15:07:52,58.87,7.6801,13,1,29.1339,468.1102,0.002174
Point,-145.863150853314,-74.6484113680199,Soybeans,2015-10-10 15:07:53,56.12,7.9151,13,1,31.4961,468.1102,0.00235
Point,-145.001372512081,-74.6891604578122,Soybeans,2015-10-10 15:07:54,52.76,7.7198,13,1,32.6772,468.1102,0.002439
Point,-144.131088905968,-74.7186633469537,Soybeans,2015-10-10 15:07:55,55.76,8.453,13,1,33.8583,468.1102,0.002527
Point,-143.235099549289,-74.7255250569433,Soybeans,2015-10-10 15:07:56,56.75,8.8042,13,1,34.6457,468.1102,0.002586
Point,-142.33022496372,-74.7433350523934,Soybeans,2015-10-10 15:07:57,52.45,8.2293,13,1,35.0394,468.1102,0.002615
Point,-141.407959895208,-74.760847216472,Soybeans,2015-10-10 15:07:58,53.38,8.5634,13,1,35.8268,468.1102,0.002674
Point,-140.494390054606,-74.7785081369802,Soybeans,2015-10-10 15:07:59,53.09,8.7032,13,1,36.6142,468.1102,0.002732
Point,-139.554544505081,-74.8068196028471,Soybeans,2015-10-10 15:08:00,52.27,8.3851,13,1,35.8268,468.1102,0.002674
Point,-138.563097494654,-74.8009460093454,Soybeans,2015-10-10 15:08:01,50.36,8.3454,13,1,37.0079,468.1102,0.002762
Point,-137.606241437141,-74.8067650143057,Soybeans,2015-10-10 15:08:02,53.74,8.9052,13,1,37.0079,468.1102,0.002762
Point,-136.632184892544,-74.8011889187619,Soybeans,2015-10-10 15:08:03,52.33,8.7638,13,1,37.4016,468.1102,0.002791
Point,-135.657938349643,-74.8067099498585,Soybeans,2015-10-10 15:08:04,51.35,8.7799,13,1,38.189,468.1102,0.00285
Point,-134.683501801221,-74.8233281113207,Soybeans,2015-10-10 15:08:05,55.72,9.5273,13,1,38.189,468.1102,0.00285
Point,-133.613607634557,-74.8272113017738,Soybeans,2015-10-10 15:08:06,45.83,8.5634,13,1,41.7323,468.1102,0.003114
Point,-132.552218696685,-74.8423404721543,Soybeans,2015-10-10 15:08:07,46.04,8.3596,13,1,40.5512,468.1102,0.003026
Point,-131.490829748684,-74.8574695009738,Soybeans,2015-10-10 15:08:08,52.54,9.7253,13,1,41.3386,468.1102,0.003085
Point,-130.438326030155,-74.8616500170901,Soybeans,2015-10-10 15:08:09,57.66,10.4687,13,1,40.5512,468.1102,0.003026
Point,-129.368241828168,-74.8766298880801,Soybeans,2015-10-10 15:08:10,50.9,9.5112,13,1,41.7323,468.1102,0.003114
Point,-128.228025697405,-74.9237103248015,Soybeans,2015-10-10 15:08:11,62.84,12.6283,5.6,1,44.8819,468.1102,0.003349
Point,-127.070229061646,-74.9815900865942,Soybeans,2015-10-10 15:08:12,53.39,11.1065,6.3,1,46.4567,468.1102,0.003467
Point,-125.947403362719,-75.0289679598063,Soybeans,2015-10-10 15:08:13,54.69,10.606,7.1,1,43.3071,468.1102,0.003232
Point,-124.807377180201,-75.0649506617337,Soybeans,2015-10-10 15:08:14,61.12,12.2829,7.6,1,44.8819,468.1102,0.003349
Point,-123.69381671492,-75.0791853582487,Soybeans,2015-10-10 15:08:15,59.57,11.6569,8.1,1,43.7008,468.1102,0.003261
Point,-122.562865765765,-75.0931221274659,Soybeans,2015-10-10 15:08:17,51.34,10.4978,8.3,1,45.6693,468.1102,0.003408
Point,-121.432104819803,-75.0959614887834,Soybeans,2015-10-10 15:08:17,60.41,11.9279,8.6,1,44.0945,468.1102,0.003291
Point,-120.301343864878,-75.0988006899133,Soybeans,2015-10-10 15:08:18,58.63,11.7835,9,1,44.8819,468.1102,0.003349
Point,-119.101021001348,-75.1004486205056,Soybeans,2015-10-10 15:08:19,49.03,10.2857,9.5,1,46.8504,468.1102,0.003496
Point,-117.918278624071,-75.0912969028577,Soybeans,2015-10-10 15:08:21,53.61,11.4345,9.8,1,47.6378,468.1102,0.003555
Point,-116.700755288359,-75.0815494414419,Soybeans,2015-10-10 15:08:21,59.83,12.1293,10.2,1,45.2756,468.1102,0.003379
Point,-115.518012903165,-75.0723973680288,Soybeans,2015-10-10 15:08:22,49.25,10.1585,10.4,1,46.063,468.1102,0.003438
Point,-114.387441936648,-75.0641384823248,Soybeans,2015-10-10 15:08:23,56.08,11.0729,10.9,1,44.0945,468.1102,0.003291
Point,-113.230785253923,-75.0554327499121,Soybeans,2015-10-10 15:08:24,51.03,10.2547,11.2,1,44.8819,468.1102,0.003349
Point,-112.07393853832,-75.0578240975738,Soybeans,2015-10-10 15:08:25,51.44,10.4287,11.5,1,45.2756,468.1102,0.003379
Point,-110.917091815616,-75.060215276666,Soybeans,2015-10-10 15:08:26,51.09,10.1778,11.8,1,44.4882,468.1102,0.00332
Point,-109.760245081503,-75.0626062871888,Soybeans,2015-10-10 15:08:27,50.45,10.3163,12,1,45.6693,468.1102,0.003408
Point,-108.603398340521,-75.0649971319363,Soybeans,2015-10-10 15:08:28,48.54,9.7553,12.2,1,44.8819,468.1102,0.003349
Point,-107.446361557813,-75.0784850558266,Soybeans,2015-10-10 15:08:29,54.41,10.9339,12.2,1,44.8819,468.1102,0.003349
Point,-106.289704835275,-75.0697783147916,Soybeans,2015-10-10 15:08:30,47.62,9.5709,12.3,1,44.8819,468.1102,0.003349
Point,-105.089381879661,-75.0714241331443,Soybeans,2015-10-10 15:08:31,49.26,10.3344,12.3,1,46.8504,468.1102,0.003496
Point,-103.84539268387,-75.0834224913269,Soybeans,2015-10-10 15:08:32,51.55,11.0857,12.3,1,48.0315,468.1102,0.003584
Point,-102.61898399482,-75.0846212236211,Soybeans,2015-10-10 15:08:33,50.52,10.6877,12.3,1,47.2441,468.1102,0.003526
Point,-101.383880056674,-75.085670856759,Soybeans,2015-10-10 15:08:34,47.34,10.0154,12.2,1,47.2441,468.1102,0.003526
Point,-100.14896615583,-75.0756230494007,Soybeans,2015-10-10 15:08:35,47.8,10.365,12.2,1,48.4252,468.1102,0.003614
Point,-98.931442728499,-75.0658728769049,Soybeans,2015-10-10 15:08:36,47.3,9.922,12.2,1,46.8504,468.1102,0.003496
Point,-97.6963387676515,-75.0669219382107,Soybeans,2015-10-10 15:08:37,50.16,10.877,12.2,1,48.4252,468.1102,0.003614
Point,-96.470120088663,-75.0570224728435,Soybeans,2015-10-10 15:08:38,53.03,11.4054,12.2,1,48.0315,468.1102,0.003584
Point,-95.2265109256841,-75.0468249889091,Soybeans,2015-10-10 15:08:40,51.61,11.2822,12.1,1,48.8189,468.1102,0.003643
Point,-93.9740164664108,-75.0475756432861,Soybeans,2015-10-10 15:08:40,51.02,11.0629,11.3,1,48.4252,468.1102,0.003614
Point,-92.6693505654112,-75.0474325967953,Soybeans,2015-10-10 15:08:41,43.96,10.0751,11.4,1,51.1811,468.1102,0.00382
Point,-91.35579936055,-75.0582376625389,Soybeans,2015-10-10 15:08:42,41.96,9.6908,11.4,1,51.5748,468.1102,0.003849
Point,-90.0333628440276,-75.079990843311,Soybeans,2015-10-10 15:08:43,45.69,10.4716,11.4,1,51.1811,468.1102,0.00382
Point,-88.7458973270841,-75.0912422398105,Soybeans,2015-10-10 15:08:44,50.31,11.3519,11.5,1,50.3937,468.1102,0.003761
Point,-87.4499266201165,-75.0912472615018,Soybeans,2015-10-10 15:08:45,51.23,11.4704,11.5,1,50,468.1102,0.003731
Point,-86.1452606662642,-75.09110314399,Soybeans,2015-10-10 15:08:46,47.56,10.9843,11.5,1,51.5748,468.1102,0.003849
Point,-84.866870485479,-75.0803083432838,Soybeans,2015-10-10 15:08:47,50.23,11.2457,11.5,1,50,468.1102,0.003731
Point,-83.5623945840634,-75.0690665571019,Soybeans,2015-10-10 15:08:49,46.36,10.6232,11.2,1,51.1811,468.1102,0.00382
Point,-82.2492234359961,-75.0576756270602,Soybeans,2015-10-10 15:08:49,48.24,10.7155,11.1,1,49.6063,468.1102,0.003702
Point,-80.9534427598119,-75.0465823411942,Soybeans,2015-10-10 15:08:50,56.96,12.7522,11.2,1,50,468.1102,0.003731
Point,-79.6489668401191,-75.0353399123996,Soybeans,2015-10-10 15:08:51,53.56,12.0857,11.3,1,50.3937,468.1102,0.003761
Point,-78.3444909137907,-75.024097269401,Soybeans,2015-10-10 15:08:52,48.44,11.1856,11.3,1,51.5748,468.1102,0.003849
Point,-77.048520145705,-75.0241005970165,Soybeans,2015-10-10 15:08:53,47.12,10.6333,11.3,1,50.3937,468.1102,0.003761
Point,-75.7442342850845,-75.0017602806911,Soybeans,2015-10-10 15:08:54,57.33,12.836,11,1,50,468.1102,0.003731
Point,-74.3528059513774,-74.9890276230872,Soybeans,2015-10-10 15:08:55,49.38,11.8382,11.1,1,53.5433,468.1102,0.003996
Point,-72.9876534121577,-74.9656442906708,Soybeans,2015-10-10 15:08:56,51.05,12.0603,11.2,1,52.7559,468.1102,0.003937
Point,-71.6051103905775,-74.9419628428295,Soybeans,2015-10-10 15:08:57,52.17,12.4165,11.2,1,53.1496,468.1102,0.003966
Point,-70.2049868042814,-74.9290805179626,Soybeans,2015-10-10 15:08:58,50.25,12.048,11.2,1,53.5433,468.1102,0.003996
Point,-68.8131782725686,-74.9385413881391,Soybeans,2015-10-10 15:08:59,48.5,11.628,11,1,53.5433,468.1102,0.003996
Point,-67.4304451480275,-74.9259564634413,Soybeans,2015-10-10 15:09:00,49.08,11.7666,11.3,1,53.5433,468.1102,0.003996
Point,-66.0565973465564,-74.9024229981005,Soybeans,2015-10-10 15:09:01,48.71,11.506,11.4,1,52.7559,468.1102,0.003937
Point,-64.6651689715218,-74.8896886454895,Soybeans,2015-10-10 15:09:02,48.04,11.5182,11.4,1,53.5433,468.1102,0.003996
Point,-63.2650453521637,-74.8768051024526,Soybeans,2015-10-10 15:09:03,51.64,12.6547,11.4,1,54.7244,468.1102,0.004084
Point,-61.8214455274865,-74.8631765563041,Soybeans,2015-10-10 15:09:04,50.32,12.7736,11.5,1,56.6929,468.1102,0.004231
Point,-60.3691504593007,-74.849398794584,Soybeans,2015-10-10 15:09:05,51.03,12.7733,11.4,1,55.9055,468.1102,0.004172
Point,-58.9342458618339,-74.8359186742455,Soybeans,2015-10-10 15:09:06,48.91,12.2431,11,1,55.9055,468.1102,0.004172
Point,-57.4730654336745,-74.8330886792392,Soybeans,2015-10-10 15:09:07,51.94,13.0031,11.2,1,55.9055,468.1102,0.004172
Point,-56.0294655830367,-74.8194590816274,Soybeans,2015-10-10 15:09:08,49.95,12.503,11.3,1,55.9055,468.1102,0.004172
Point,-54.6117613341194,-74.8173733502626,Soybeans,2015-10-10 15:09:09,50.02,12.6093,11.3,1,56.2992,468.1102,0.004201
Point,-53.1766665963223,-74.8149894420058,Soybeans,2015-10-10 15:09:10,49.41,12.4544,11.4,1,56.2992,468.1102,0.004201
Point,-51.732876609778,-74.8124563153833,Soybeans,2015-10-10 15:09:11,50.54,12.6503,11.3,1,55.9055,468.1102,0.004172
Point,-50.2977818497457,-74.8100718902424,Soybeans,2015-10-10 15:09:12,52.69,13.1905,11.2,1,55.9055,468.1102,0.004172
Point,-48.8454867191613,-74.7962920265272,Soybeans,2015-10-10 15:09:13,53.04,13.5582,11.3,1,57.0866,468.1102,0.00426
Point,-47.3933816979406,-74.7714146487415,Soybeans,2015-10-10 15:09:14,49,12.1798,11.3,1,55.5118,468.1102,0.004143
Point,-45.9501620341325,-74.7355887275189,Soybeans,2015-10-10 15:09:15,48.09,12.2084,11.3,1,56.6929,468.1102,0.004231
Point,-44.4984372570179,-74.688516324386,Soybeans,2015-10-10 15:09:16,50.53,12.8264,11.4,1,56.6929,468.1102,0.004231
Point,-43.0639128377661,-74.6528388494626,Soybeans,2015-10-10 15:09:17,50.47,12.633,11.1,1,55.9055,468.1102,0.004172
Point,-41.6293884221232,-74.6171611156315,Soybeans,2015-10-10 15:09:18,51.75,13.0447,11.1,1,56.2992,468.1102,0.004201
Point,-40.1948640069459,-74.5814831228927,Soybeans,2015-10-10 15:09:19,50.96,12.6658,11.1,1,55.5118,468.1102,0.004143
Point,-38.7516443548957,-74.5456558959559,Soybeans,2015-10-10 15:09:20,50.29,12.5889,11.3,1,55.9055,468.1102,0.004172
Point,-37.2999195952434,-74.4985821787268,Soybeans,2015-10-10 15:09:21,44.36,11.1038,11.3,1,55.9055,468.1102,0.004172
Point,-35.8481948410627,-74.4515081970021,Soybeans,2015-10-10 15:09:22,50.23,12.8397,11.1,1,57.0866,468.1102,0.00426
Point,-34.4138605735498,-74.4047319144011,Soybeans,2015-10-10 15:09:23,51.04,12.8666,11.1,1,56.2992,468.1102,0.004201
Point,-32.9617555533769,-74.3798519028351,Soybeans,2015-10-10 15:09:24,48.99,12.437,11.2,1,56.6929,468.1102,0.004231
Point,-31.5272311524022,-74.3441723482683,Soybeans,2015-10-10 15:09:25,51.6,12.9164,11.3,1,55.9055,468.1102,0.004172
Point,-30.0840115111787,-74.3083435473964,Soybeans,2015-10-10 15:09:26,51.07,12.965,11.3,1,56.6929,468.1102,0.004231
Point,-28.6409820171539,-74.2614172352478,Soybeans,2015-10-10 15:09:27,45.54,11.6409,11.4,1,57.0866,468.1102,0.00426
Point,-27.1979525297647,-74.2144906623289,Soybeans,2015-10-10 15:09:28,47.83,12.2262,11.5,1,57.0866,468.1102,0.00426
Point,-25.7638084337814,-74.1566155711189,Soybeans,2015-10-10 15:09:29,57.46,14.2831,11.3,1,55.5118,468.1102,0.004143
Point,-24.2950735413469,-74.0870469994843,Soybeans,2015-10-10 15:09:30,50.34,12.8673,11,1,57.0866,468.1102,0.00426
Point,-22.8694345543627,-74.0404176255688,Soybeans,2015-10-10 15:09:31,53.35,13.3539,11.1,1,55.9055,468.1102,0.004172
Point,-21.4090146163944,-73.9931920142844,Soybeans,2015-10-10 15:09:32,48.94,12.4247,11.2,1,56.6929,468.1102,0.004231
Point,-19.9659851605538,-73.9462641300634,Soybeans,2015-10-10 15:09:33,51.25,12.8303,11.3,1,55.9055,468.1102,0.004172
Point,-18.5316509496188,-73.8994849808514,Soybeans,2015-10-10 15:09:34,52.85,13.2286,11.3,1,55.9055,468.1102,0.004172
Point,-17.0886215070495,-73.852556573227,Soybeans,2015-10-10 15:09:35,51.33,13.1211,11.1,1,57.0866,468.1102,0.00426
Point,-15.5934206317179,-73.8047338938341,Soybeans,2015-10-10 15:09:36,42.48,11.2333,11.2,1,59.0551,468.1102,0.004407
Point,-14.1243054800434,-73.7573579410091,Soybeans,2015-10-10 15:09:37,50.32,12.773,11.3,1,56.6929,468.1102,0.004231
Point,-12.6464950946392,-73.7098327130079,Soybeans,2015-10-10 15:09:38,45.63,11.8238,11.3,1,57.874,468.1102,0.004319
Point,-11.1509138994152,-73.6842036955059,Soybeans,2015-10-10 15:09:39,45.32,11.8238,11.3,1,58.2677,468.1102,0.004348
Point,-9.66383776860312,-73.6698206569999,Soybeans,2015-10-10 15:09:40,50.51,13.0899,11.3,1,57.874,468.1102,0.004319
Point,-8.17657145787962,-73.6665345868096,Soybeans,2015-10-10 15:09:41,51.89,13.4469,11.4,1,57.874,468.1102,0.004319
Point,-6.68080007075332,-73.6520019788295,Soybeans,2015-10-10 15:09:42,44.4,11.5063,11.1,1,57.874,468.1102,0.004319
Point,-5.13285724131856,-73.6365750096738,Soybeans,2015-10-10 15:09:43,42.58,11.4843,11.3,1,60.2362,468.1102,0.004495
Point,-3.55901886452921,-73.609603445977,Soybeans,2015-10-10 15:09:44,48.32,13.2876,11.3,1,61.4173,468.1102,0.004583
Point,-2.01107602042612,-73.5941758714616,Soybeans,2015-10-10 15:09:45,46.93,12.6584,11.3,1,60.2362,468.1102,0.004495
Point,-0.446123057743534,-73.5562554579228,Soybeans,2015-10-10 15:09:46,46.33,12.6584,11.3,1,61.0236,468.1102,0.004554
Point,1.15399123379029,-73.5399331571534,Soybeans,2015-10-10 15:09:47,50.58,14.356,11.3,1,63.3858,468.1102,0.00473
Point,2.76280077244155,-73.5234615104273,Soybeans,2015-10-10 15:09:48,51.92,14.3689,11.4,1,61.811,468.1102,0.004613
Point,4.36272488953546,-73.4960413146764,Soybeans,2015-10-10 15:09:49,47.37,13.3608,11.1,1,62.9921,468.1102,0.004701
Point,6.00631540070754,-73.4789729202166,Soybeans,2015-10-10 15:09:50,48.71,13.9102,11,1,63.7795,468.1102,0.00476
Point,7.65009611379355,-73.4730014353991,Soybeans,2015-10-10 15:09:51,46.92,13.399,11.1,1,63.7795,468.1102,0.00476
Point,9.28518159966916,-73.4671786371619,Soybeans,2015-10-10 15:09:52,49.79,14.0445,11.2,1,62.9921,468.1102,0.004701
Point,10.9204572986346,-73.4724527578801,Soybeans,2015-10-10 15:09:53,52.42,14.8771,11.5,1,63.3858,468.1102,0.00473
Point,12.5644282543799,-73.4775775065646,Soybeans,2015-10-10 15:09:54,45.85,13.0136,11.6,1,63.3858,468.1102,0.00473
Point,14.226170114358,-73.5045983465388,Soybeans,2015-10-10 15:09:55,45.86,13.0171,11.6,1,63.3858,468.1102,0.00473
Point,15.8525604245951,-73.4989232383668,Soybeans,2015-10-10 15:09:56,50.09,14.3047,11.6,1,63.7795,468.1102,0.00476
Point,17.5052266725106,-73.5038979323581,Soybeans,2015-10-10 15:09:57,48.46,13.9242,11,1,64.1732,468.1102,0.004789
Point,19.1663979674922,-73.4976259926334,Soybeans,2015-10-10 15:09:58,47.35,13.4376,10.9,1,63.3858,468.1102,0.00473
Point,20.8275692760944,-73.4913537092507,Soybeans,2015-10-10 15:09:59,49.8,14.5743,11,1,65.3543,468.1102,0.004877
Point,22.5494170621969,-73.47294052504,Soybeans,2015-10-10 15:10:00,49.61,14.8663,11,1,66.9291,468.1102,0.004995
Point,24.2803405333543,-73.4765724204481,Soybeans,2015-10-10 15:10:01,46.95,14.2362,11.1,1,67.7165,468.1102,0.005054
Point,25.993683322682,-73.4694047858939,Soybeans,2015-10-10 15:10:02,47.36,14.1926,10.9,1,66.9291,468.1102,0.004995
Point,27.6807501802687,-73.4515866804868,Soybeans,2015-10-10 15:10:03,48.85,14.3805,10.9,1,65.748,468.1102,0.004907
Point,29.3587413536152,-73.4117227690294,Soybeans,2015-10-10 15:10:04,48.12,13.8263,11.1,1,64.1732,468.1102,0.004789
Point,31.0276568311965,-73.3498130589724,Soybeans,2015-10-10 15:10:05,49.98,14.4491,11,1,64.5669,468.1102,0.004818
Point,32.7048870780272,-73.2655594404787,Soybeans,2015-10-10 15:10:06,47.37,13.861,11.1,1,65.3543,468.1102,0.004877
Point,34.3649170548888,-73.1927008340135,Soybeans,2015-10-10 15:10:07,48.71,14.3396,10.8,1,65.748,468.1102,0.004907
Point,36.0158713080455,-73.0977964391932,Soybeans,2015-10-10 15:10:08,46.23,13.2844,11.1,1,64.1732,468.1102,0.004789
Point,37.6585107699502,-73.0252352589741,Soybeans,2015-10-10 15:10:09,48.99,14.1625,11.2,1,64.5669,468.1102,0.004818
Point,39.2748742594849,-72.9420236768201,Soybeans,2015-10-10 15:10:10,46.75,13.5168,11.2,1,64.5669,468.1102,0.004818
Point,40.9178941731807,-72.8916563242674,Soybeans,2015-10-10 15:10:11,51.42,14.8672,11.2,1,64.5669,468.1102,0.004818
Point,42.5956950408872,-72.840692368336,Soybeans,2015-10-10 15:10:12,49.44,14.0306,11.2,1,63.3858,468.1102,0.00473
Point,44.2474101828411,-72.790175260976,Soybeans,2015-10-10 15:10:13,48.51,13.853,11.3,1,63.7795,468.1102,0.00476
Point,45.917086545378,-72.7726514246315,Soybeans,2015-10-10 15:10:14,50.75,14.5838,11.4,1,64.1732,468.1102,0.004789
Point,47.5865726640914,-72.7440299866721,Soybeans,2015-10-10 15:10:15,48.9,14.2225,11.5,1,64.9606,468.1102,0.004848
Point,49.264563774108,-72.7041618749499,Soybeans,2015-10-10 15:10:16,46.81,13.5332,11.5,1,64.5669,468.1102,0.004818
Point,50.9340498982929,-72.6755397347733,Soybeans,2015-10-10 15:10:17,50.81,14.6901,11.5,1,64.5669,468.1102,0.004818
Point,52.6120410070289,-72.6356709189713,Soybeans,2015-10-10 15:10:18,48.86,14.2979,11.2,1,65.3543,468.1102,0.004877
Point,54.2637561339652,-72.5851517319679,Soybeans,2015-10-10 15:10:19,48.64,13.8917,11.2,1,63.7795,468.1102,0.00476
Point,55.9154712562449,-72.5346322022378,Soybeans,2015-10-10 15:10:20,51.64,14.9283,11.3,1,64.5669,468.1102,0.004818
Point,57.5758816103917,-72.4839632492512,Soybeans,2015-10-10 15:10:21,53.08,15.0642,11.5,1,63.3858,468.1102,0.00473
Point,59.2277869879035,-72.4445402827114,Soybeans,2015-10-10 15:10:22,49.64,14.3506,11.5,1,64.5669,468.1102,0.004818
Point,60.8887681418564,-72.4271623874083,Soybeans,2015-10-10 15:10:23,53.97,15.3166,11.1,1,63.3858,468.1102,0.00473
Point,62.5495590310311,-72.398686895147,Soybeans,2015-10-10 15:10:24,48.14,13.9189,11.3,1,64.5669,468.1102,0.004818
Point,64.2190451668575,-72.3700619675219,Soybeans,2015-10-10 15:10:25,51.5,14.8889,11.4,1,64.5669,468.1102,0.004818
Point,65.8800263401354,-72.3526830300689,Soybeans,2015-10-10 15:10:26,49.75,14.6474,11.3,1,65.748,468.1102,0.004907
Point,67.5325025588972,-72.3465500911698,Soybeans,2015-10-10 15:10:27,53.21,15.1018,11.3,1,63.3858,468.1102,0.00473
Point,69.19367403246,-72.3402677131817,Soybeans,2015-10-10 15:10:28,51.85,15.1731,11.4,1,65.3543,468.1102,0.004877
Point,70.8720457159216,-72.322589546442,Soybeans,2015-10-10 15:10:29,57.22,16.3406,11.5,1,63.7795,468.1102,0.00476
Point,72.558922360884,-72.2936646779999,Soybeans,2015-10-10 15:10:30,51.34,14.8425,11.5,1,64.5669,468.1102,0.004818
Point,74.2289793939563,-72.2983293998986,Soybeans,2015-10-10 15:10:31,56.67,16.5839,11.4,1,65.3543,468.1102,0.004877
Point,75.9162366357632,-72.29159832187,Soybeans,2015-10-10 15:10:32,56.87,16.441,11.4,1,64.5669,468.1102,0.004818
Point,77.5772178731859,-72.2742169452831,Soybeans,2015-10-10 15:10:33,54.83,15.5631,11.3,1,63.3858,468.1102,0.00473
Point,79.2383894147351,-72.2679324708879,Soybeans,2015-10-10 15:10:34,57.83,16.719,11.6,1,64.5669,468.1102,0.004818
Point,80.8904851349071,-72.2396022574976,Soybeans,2015-10-10 15:10:35,59.02,17.0638,11.6,1,64.5669,468.1102,0.004818
Point,82.517636933364,-72.2783025326207,Soybeans,2015-10-10 15:10:36,57.37,15.9799,11.6,1,62.2047,468.1102,0.004642
Point,84.1453596665524,-72.3502942258492,Soybeans,2015-10-10 15:10:37,55.69,15.8054,11.5,1,63.3858,468.1102,0.00473
Point,85.7899020129116,-72.3886956106871,Soybeans,2015-10-10 15:10:38,52.62,14.9352,11.8,1,63.3858,468.1102,0.00473
Point,87.4427590192063,-72.4047530405223,Soybeans,2015-10-10 15:10:39,54.3,15.6978,12.2,1,64.5669,468.1102,0.004818
Point,89.0958063559374,-72.4319073790684,Soybeans,2015-10-10 15:10:40,59.14,16.5769,12.2,1,62.5984,468.1102,0.004672
Point,90.6785305462545,-72.4158653179184,Soybeans,2015-10-10 15:10:41,55.85,15.4581,12.3,1,61.811,468.1102,0.004613
Point,92.2175882251468,-72.3894712878391,Soybeans,2015-10-10 15:10:42,56.35,14.9998,12.1,1,59.4488,468.1102,0.004437
Point,93.774036389892,-72.362778717652,Soybeans,2015-10-10 15:10:43,63.8,17.2092,11.5,1,60.2362,468.1102,0.004495
Point,95.3304845553357,-72.3360858438537,Soybeans,2015-10-10 15:10:44,55.44,15.2461,11.6,1,61.4173,468.1102,0.004583
Point,96.8430758808972,-72.2879437878728,Soybeans,2015-10-10 15:10:45,57.38,14.8695,11.8,1,57.874,468.1102,0.004319
Point,98.3815626018913,-72.2282568141818,Soybeans,2015-10-10 15:10:46,54.54,14.7114,12,1,60.2362,468.1102,0.004495
Point,99.9722207606537,-72.1676747752354,Soybeans,2015-10-10 15:10:47,53.27,14.6484,11.8,1,61.4173,468.1102,0.004583
Point,101.424326026929,-72.1427702466026,Soybeans,2015-10-10 15:10:48,53.53,14.1541,11.8,1,59.0551,468.1102,0.004407
Point,103.040879566805,-72.0706429528072,Soybeans,2015-10-10 15:10:49,59.4,16.2307,12.2,1,61.0236,468.1102,0.004554
Point,104.517928572837,-71.978706959635,Soybeans,2015-10-10 15:10:50,61.71,15.3376,12.3,1,55.5118,468.1102,0.004143
Point,106.004053464276,-71.90881605912,Soybeans,2015-10-10 15:10:51,56.39,14.5134,12.4,1,57.4803,468.1102,0.00429
Point,107.472787858103,-71.8392231538892,Soybeans,2015-10-10 15:10:52,58.82,15.1396,12.4,1,57.4803,468.1102,0.00429
Point,108.950027143583,-71.7583835860714,Soybeans,2015-10-10 15:10:53,57.3,14.8495,12,1,57.874,468.1102,0.004319
Point,110.436151989154,-71.6884918566793,Soybeans,2015-10-10 15:10:54,58.67,15.3082,12.4,1,58.2677,468.1102,0.004348
Point,111.93097206275,-71.6184507096186,Soybeans,2015-10-10 15:10:55,57.8,15.2839,12.6,1,59.0551,468.1102,0.004407
Point,113.416906537721,-71.537461169064,Soybeans,2015-10-10 15:10:56,56.41,14.4204,12.7,1,57.0866,468.1102,0.00426
Point,114.894336101133,-71.4677177490667,Soybeans,2015-10-10 15:10:57,57.05,14.7843,12.7,1,57.874,468.1102,0.004319
Point,116.39785137237,-71.3975266171619,Soybeans,2015-10-10 15:10:58,59.25,15.3533,12,1,57.874,468.1102,0.004319
