date,cs655,cs229
11/7/2014,0.331,0.348
11/8/2014,0.321,0.347
11/9/2014,0.312,0.347
11/10/2014,0.303,0.347
11/11/2014,0.29,0.346
11/12/2014,0.281,0.344
11/13/2014,0.274,0.343
11/14/2014,0.269,0.342
11/15/2014,0.265,0.341
11/16/2014,0.264,0.339
11/17/2014,0.273,0.338
11/18/2014,0.272,0.336
11/19/2014,0.271,0.335
11/20/2014,0.267,0.334
11/21/2014,0.265,0.334
11/22/2014,0.275,0.333
11/23/2014,0.282,0.333
11/24/2014,0.286,0.331
11/25/2014,0.279,0.33
11/26/2014,0.274,0.331
11/27/2014,0.268,0.33
11/28/2014,0.263,0.33
11/29/2014,0.259,0.33
11/30/2014,0.253,0.329
12/1/2014,0.246,0.327
12/2/2014,0.241,0.326
12/3/2014,0.237,0.324
12/4/2014,0.235,0.323
12/5/2014,0.265,0.323
12/6/2014,0.276,0.321
12/7/2014,0.274,0.321
12/8/2014,0.273,0.322
12/9/2014,0.269,0.322
12/10/2014,0.265,0.323
12/11/2014,0.263,0.324
12/12/2014,0.26,0.324
12/13/2014,0.26,0.324
12/14/2014,0.271,0.326
12/15/2014,0.284,0.332
12/16/2014,0.275,0.333
12/17/2014,0.286,0.334
12/18/2014,0.322,0.347
12/19/2014,0.318,0.347
12/20/2014,0.316,0.347
12/21/2014,0.314,0.347
12/22/2014,0.313,0.347
12/23/2014,0.31,0.346
12/24/2014,0.309,0.345
12/25/2014,0.305,0.345
12/26/2014,0.3,0.345
12/27/2014,0.298,0.344
12/28/2014,0.293,0.344
12/29/2014,0.29,0.343
12/30/2014,0.289,0.342
12/31/2014,0.282,0.341
1/1/2015,0.282,0.339
1/2/2015,0.288,0.338
1/3/2015,0.357,0.346
1/4/2015,0.338,0.346
1/5/2015,0.32,NaN
1/6/2015,0.326,0.346
1/7/2015,0.316,NaN
1/8/2015,0.272,NaN
1/9/2015,0.268,NaN
1/10/2015,0.246,NaN
1/11/2015,0.294,NaN
1/12/2015,0.326,0.344
1/13/2015,0.314,NaN
1/14/2015,0.317,NaN
1/15/2015,0.319,0.344
1/16/2015,0.315,0.344
1/17/2015,0.313,0.344
1/18/2015,0.308,0.344
1/19/2015,0.303,0.343
1/20/2015,0.299,0.343
1/21/2015,0.296,0.342
1/22/2015,0.296,0.342
1/23/2015,0.291,0.341
1/24/2015,0.287,0.34
1/25/2015,0.283,0.339
1/26/2015,0.276,0.338
1/27/2015,0.273,0.338
1/28/2015,0.268,0.337
1/29/2015,0.263,0.336
1/30/2015,0.257,0.334
1/31/2015,0.313,0.337
2/1/2015,0.372,0.347
2/2/2015,0.353,0.347
2/3/2015,0.35,0.346
2/4/2015,0.347,0.346
2/5/2015,0.341,0.346
2/6/2015,0.337,0.346
2/7/2015,0.334,0.346
2/8/2015,0.33,0.346
2/9/2015,0.325,0.346
2/10/2015,0.32,0.346
2/11/2015,0.316,0.345
2/12/2015,0.31,0.345
2/13/2015,0.304,0.344
2/14/2015,0.298,0.344
2/15/2015,0.29,0.344
2/16/2015,0.323,0.343
2/17/2015,0.357,0.346
2/18/2015,0.355,0.347
2/19/2015,0.348,0.346
2/20/2015,0.345,0.346
2/21/2015,0.344,0.347
2/22/2015,0.343,0.346
2/23/2015,0.344,0.346
2/24/2015,0.354,0.346
2/25/2015,0.356,0.347
2/26/2015,0.349,0.347
2/27/2015,0.341,0.346
2/28/2015,0.341,0.346
3/1/2015,0.359,0.346
3/2/2015,0.37,0.346
3/3/2015,0.366,0.347
3/4/2015,0.364,0.347
3/5/2015,0.36,0.347
3/6/2015,0.356,0.346
3/7/2015,0.35,0.346
3/8/2015,0.346,0.347
3/9/2015,0.365,0.347
3/10/2015,0.393,0.348
3/11/2015,0.379,0.348
3/12/2015,0.372,0.348
3/13/2015,0.384,0.348
3/14/2015,0.411,0.348
3/15/2015,0.39,0.348
3/16/2015,0.378,0.348
3/17/2015,0.368,0.348
3/18/2015,0.368,0.348
3/19/2015,0.375,0.348
3/20/2015,0.383,0.348
3/21/2015,0.379,0.348
3/22/2015,0.374,0.349
3/23/2015,0.366,0.349
3/24/2015,0.353,0.349
3/25/2015,0.341,0.348
3/26/2015,0.334,0.347
3/27/2015,0.32,0.347
3/28/2015,0.312,0.346
3/29/2015,0.297,0.345
3/30/2015,0.283,0.344
3/31/2015,0.268,0.342
4/1/2015,0.271,0.339
4/2/2015,0.261,0.335
4/3/2015,0.242,0.329
4/4/2015,0.226,0.322
4/5/2015,0.213,0.315
4/6/2015,0.209,0.31
4/7/2015,0.198,0.306
4/8/2015,0.183,0.296
4/9/2015,0.173,0.284
4/10/2015,0.161,0.267
4/11/2015,0.154,0.253
4/12/2015,0.152,0.245
4/13/2015,0.273,0.335
4/14/2015,0.337,0.349
4/15/2015,0.335,0.349
4/16/2015,0.317,0.349
4/17/2015,0.31,0.348
4/18/2015,0.307,0.348
4/19/2015,0.291,0.347
4/20/2015,0.274,0.344
4/21/2015,0.256,0.339
4/22/2015,0.274,0.332
4/23/2015,0.276,0.327
4/24/2015,0.263,0.324
4/25/2015,0.246,0.32
4/26/2015,0.223,0.307
4/27/2015,0.288,0.322
4/28/2015,0.415,0.349
4/29/2015,0.399,0.349
4/30/2015,0.388,0.348
5/1/2015,0.375,0.345
5/2/2015,0.349,0.339
5/3/2015,0.318,0.327
5/4/2015,0.291,0.309
5/5/2015,0.29,0.299
5/6/2015,0.395,0.349
5/7/2015,0.384,0.349
5/8/2015,0.395,0.349
5/9/2015,0.4,0.35
5/10/2015,0.395,0.35
5/11/2015,0.384,0.35
5/12/2015,0.378,0.35
5/13/2015,0.39,0.349
5/14/2015,0.411,0.35
5/15/2015,0.405,0.351
5/16/2015,0.399,0.351
5/17/2015,0.404,0.351
5/18/2015,0.391,0.351
5/19/2015,0.4,0.351
5/20/2015,0.42,0.351
5/21/2015,0.408,0.351
5/22/2015,0.416,0.351
5/23/2015,0.423,0.351
5/24/2015,0.42,0.352
5/25/2015,0.414,0.352
5/26/2015,0.406,0.353
5/27/2015,0.4,0.353
5/28/2015,0.397,0.353
5/29/2015,0.39,0.353
5/30/2015,0.386,0.353
5/31/2015,0.386,0.352
6/1/2015,0.38,0.352
6/2/2015,0.364,0.35
6/3/2015,0.353,0.342
6/4/2015,0.295,0.329
6/5/2015,0.26,0.312
6/6/2015,0.26,0.29
6/7/2015,0.26,0.259
6/8/2015,0.25,0.215
6/9/2015,0.145,0.18
6/10/2015,0.137,0.163
6/11/2015,0.131,0.154
6/12/2015,0.142,0.159
6/13/2015,0.399,0.351
6/14/2015,0.384,0.351
6/15/2015,0.369,0.35
6/16/2015,0.354,0.348
6/17/2015,0.342,0.345
6/18/2015,0.408,0.35
6/19/2015,0.392,0.35
6/20/2015,0.372,0.349
6/21/2015,0.333,0.342
6/22/2015,0.29,0.33
6/23/2015,0.248,0.311
6/24/2015,0.212,0.289
6/25/2015,0.18,0.262
6/26/2015,0.159,0.234
6/27/2015,0.148,0.212
6/28/2015,0.14,0.192
6/29/2015,0.134,0.174
6/30/2015,0.129,0.162
7/1/2015,0.126,0.154
7/2/2015,0.122,0.148
7/3/2015,0.121,0.145
7/4/2015,0.12,0.144
7/5/2015,0.119,0.142
7/6/2015,0.132,0.152
7/7/2015,0.341,0.349
7/8/2015,0.372,0.351
7/9/2015,0.381,0.352
7/10/2015,0.37,0.352
7/11/2015,0.341,0.35
7/12/2015,0.296,0.346
7/13/2015,0.247,0.336
7/14/2015,0.207,0.323
7/15/2015,0.176,0.305
7/16/2015,0.154,0.278
7/17/2015,0.141,0.235
7/18/2015,0.134,0.193
7/19/2015,0.128,0.171
7/20/2015,0.124,0.16
7/21/2015,0.175,0.157
7/22/2015,0.19,0.169
7/23/2015,0.153,0.176
7/24/2015,0.133,0.174
7/25/2015,0.134,0.166
7/26/2015,0.13,0.16
7/27/2015,0.125,0.154
7/28/2015,0.121,0.15
7/29/2015,0.118,0.146
7/30/2015,0.115,0.143
7/31/2015,0.114,0.141
8/1/2015,0.115,0.14
8/2/2015,0.112,0.138
8/3/2015,0.112,0.137
8/4/2015,0.11,0.135
8/5/2015,0.112,0.136
8/6/2015,0.111,0.136
8/7/2015,0.11,0.135
8/8/2015,0.109,0.134
8/9/2015,0.108,0.133
8/10/2015,0.106,0.13
8/11/2015,0.107,0.131
8/12/2015,0.105,0.129
8/13/2015,0.105,0.128
8/14/2015,0.105,0.128
8/15/2015,0.104,0.128
8/16/2015,0.103,0.127
8/17/2015,0.103,0.127
8/18/2015,0.103,0.126
8/19/2015,0.206,0.227
8/20/2015,0.205,0.293
8/21/2015,0.183,0.291
8/22/2015,0.218,0.318
8/23/2015,0.211,0.335
8/24/2015,0.194,0.33
8/25/2015,0.184,0.323
8/26/2015,0.174,0.309
8/27/2015,0.163,0.286
8/28/2015,0.152,0.258
8/29/2015,0.144,0.224
8/30/2015,0.133,0.181
8/31/2015,0.124,0.157
9/1/2015,0.115,0.146
9/2/2015,0.11,0.14
9/3/2015,0.106,0.137
9/4/2015,0.103,0.134
9/5/2015,0.102,0.132
9/6/2015,0.101,0.131
9/7/2015,0.1,0.13
9/8/2015,0.104,0.128
9/9/2015,0.105,0.128
9/10/2015,0.107,0.129
9/11/2015,0.212,0.322
9/12/2015,0.223,0.347
9/13/2015,0.196,0.338
9/14/2015,0.184,0.325
9/15/2015,0.175,0.309
9/16/2015,0.167,0.29
9/17/2015,0.16,0.264
9/18/2015,0.151,0.222
9/19/2015,0.143,0.189
9/20/2015,0.175,0.173
9/21/2015,0.186,0.178
9/22/2015,0.171,0.177
9/23/2015,0.162,0.173
9/24/2015,0.152,0.168
9/25/2015,0.141,0.159
9/26/2015,0.131,0.151
9/27/2015,0.122,0.145
9/28/2015,0.116,0.141
9/29/2015,0.111,0.139
9/30/2015,0.108,0.136
10/1/2015,0.189,0.273
10/2/2015,0.216,0.347
10/3/2015,0.19,0.341
10/4/2015,0.178,0.333
10/5/2015,0.168,0.322
10/6/2015,0.163,0.313
10/7/2015,0.156,0.301
10/8/2015,0.148,0.285
10/9/2015,0.14,0.265
10/10/2015,0.134,0.244
10/11/2015,0.128,0.211
10/12/2015,0.121,0.171
10/13/2015,0.116,0.149
10/14/2015,0.113,0.141
10/15/2015,0.109,0.138
10/16/2015,0.106,0.135
10/17/2015,0.103,0.134
10/18/2015,0.102,0.131
10/19/2015,0.101,0.13
10/20/2015,0.1,0.129
10/21/2015,0.099,0.129
10/22/2015,0.099,0.128
10/23/2015,0.105,0.128
10/24/2015,0.105,0.127
10/25/2015,0.106,0.127
10/26/2015,0.106,0.127
10/27/2015,0.107,0.128
10/28/2015,0.107,0.129
10/29/2015,0.106,0.128
10/30/2015,0.19,0.191
10/31/2015,0.295,0.349
11/1/2015,0.281,0.349
11/2/2015,0.267,0.348
11/3/2015,0.253,0.348
11/4/2015,0.236,0.347
11/5/2015,0.272,0.348
11/6/2015,0.294,0.349
11/7/2015,0.276,0.348
11/8/2015,0.261,0.347
11/9/2015,0.246,0.346
11/10/2015,0.23,0.345
11/11/2015,0.218,0.343
11/12/2015,0.204,0.34
11/13/2015,0.197,0.336
11/14/2015,0.191,0.333
11/15/2015,0.186,0.329
11/16/2015,0.236,0.33
11/17/2015,0.31,0.347
11/18/2015,0.292,0.348
11/19/2015,0.271,0.347
11/20/2015,0.255,0.346
11/21/2015,0.237,0.345
11/22/2015,0.223,0.343
11/23/2015,0.217,0.342
11/24/2015,0.212,0.34
11/25/2015,0.208,0.339
11/26/2015,0.259,0.343
11/27/2015,0.36,0.348
11/28/2015,0.413,0.348
11/29/2015,0.412,0.348
11/30/2015,0.4,0.348
12/1/2015,0.38,0.348
12/2/2015,0.367,0.348
12/3/2015,0.356,0.348
12/4/2015,0.346,0.347
12/5/2015,0.336,0.347
12/6/2015,0.324,0.346
12/7/2015,0.313,0.346
12/8/2015,0.301,0.345
12/9/2015,0.291,0.345
12/10/2015,0.277,0.344
12/11/2015,0.264,0.343
12/12/2015,0.265,0.342
12/13/2015,0.387,0.347
12/14/2015,0.389,0.348
12/15/2015,0.366,0.348
12/16/2015,0.349,0.347
12/17/2015,0.339,0.347
12/18/2015,0.327,0.346
12/19/2015,0.324,0.346
12/20/2015,0.317,0.346
12/21/2015,0.311,0.346
12/22/2015,0.302,0.345
12/23/2015,0.286,0.345
12/24/2015,0.27,0.344
12/25/2015,0.258,0.342
12/26/2015,0.319,0.344
12/27/2015,0.411,0.348
12/28/2015,0.415,0.348
12/29/2015,0.415,0.348
12/30/2015,0.417,0.348
12/31/2015,0.42,0.348
