TimeStamp,Record,Zone,Latitude,Longitude,Moisture,Period,Attenuation,Permittivity,Probe_Model
5/9/17 7:21,93,"ZONE 00007, ZONE 00012",38.71125,-97.43597,24.95,1.4965,1.188,13.3783,CD659 12cm rods
5/9/17 7:22,94,"ZONE 00006, ZONE 00007, ZONE 00013",38.71125,-97.43631,26.95,1.527,1.2722,14.5993,CD659 12cm rods
5/9/17 7:22,95,"ZONE 00006, ZONE 00007, ZONE 00013",38.71126,-97.43658,31.59,1.5971,1.3055,17.736,CD659 12cm rods
5/9/17 7:22,96,"ZONE 00006, ZONE 00013",38.71128,-97.4368,27.74,1.5383,1.236,15.1056,CD659 12cm rods
5/9/17 7:23,97,"ZONE 00006, ZONE 00013",38.71152,-97.43681,29.4,1.5632,1.1695,16.2023,CD659 12cm rods
5/9/17 7:26,98,"ZONE 00006, ZONE 00013",38.71152,-97.43654,26.75,1.5236,1.2391,14.4746,CD659 12cm rods
5/9/17 7:26,99,"ZONE 00007, ZONE 00012, ZONE 00013",38.71152,-97.43623,23.55,1.4761,1.1938,12.5601,CD659 12cm rods
5/9/17 7:27,100,"ZONE 00007, ZONE 00012, ZONE 00013",38.71152,-97.43594,28.35,1.5474,1.2361,15.4986,CD659 12cm rods
5/9/17 7:27,101,"ZONE 00007, ZONE 00012",38.7115,-97.43566,35.55,1.6604,1.3691,20.8332,CD659 12cm rods
5/9/17 7:28,102,"ZONE 00008, ZONE 00012",38.7115,-97.43536,29.6,1.5666,1.2823,16.3363,CD659 12cm rods
5/9/17 7:28,103,"ZONE 00008, ZONE 00011, ZONE 00012",38.71149,-97.43509,33.51,1.6276,1.4112,19.1828,CD659 12cm rods
5/9/17 7:29,104,"ZONE 00008, ZONE 00011, ZONE 00012",38.71148,-97.4348,38.3,1.7067,1.5275,23.2863,CD659 12cm rods
5/9/17 7:29,105,"ZONE 00008, ZONE 00011",38.71147,-97.43452,34.77,1.6479,1.468,20.1875,CD659 12cm rods
5/9/17 7:30,106,"ZONE 00009, ZONE 00011",38.71147,-97.43422,32.95,1.6186,1.38,18.7475,CD659 12cm rods
5/9/17 7:30,107,"ZONE 00009, ZONE 00011",38.71147,-97.43394,30.28,1.5779,1.3803,16.8066,CD659 12cm rods
5/9/17 7:30,108,"ZONE 00009, ZONE 00011",38.71147,-97.43364,34,1.6366,1.5396,19.5698,CD659 12cm rods
5/9/17 7:31,109,ZONE 00009,38.71147,-97.43336,32.52,1.6129,1.4743,18.4245,CD659 12cm rods
5/9/17 7:31,110,ZONE 00010,38.71146,-97.43308,36.75,1.683,1.7229,21.8708,CD659 12cm rods
5/9/17 7:32,111,ZONE 00010,38.71147,-97.43279,39.03,1.7203,1.6994,23.9858,CD659 12cm rods
5/9/17 7:32,112,ZONE 00010,38.71149,-97.4325,38.74,1.7169,1.8059,23.7006,CD659 12cm rods
5/9/17 7:33,113,[Unspecified Zone],38.71172,-97.43254,41.71,1.7689,1.8164,26.7739,CD659 12cm rods
5/9/17 7:33,114,ZONE 00003,38.71173,-97.43283,35.41,1.6593,1.5773,20.7168,CD659 12cm rods
5/9/17 7:34,115,ZONE 00003,38.71174,-97.43312,34.61,1.6468,1.5909,20.0542,CD659 12cm rods
5/9/17 7:34,116,ZONE 00003,38.71174,-97.43341,36.79,1.6819,1.6091,21.9042,CD659 12cm rods
5/9/17 7:35,117,"ZONE 00003, ZONE 00011",38.71175,-97.43371,37.68,1.6966,1.615,22.7032,CD659 12cm rods
5/9/17 7:35,118,ZONE 00011,38.71176,-97.43402,31.4,1.5948,1.385,17.6022,CD659 12cm rods
5/9/17 7:36,119,ZONE 00011,38.71176,-97.43431,33.78,1.6321,1.4516,19.3928,CD659 12cm rods
5/9/17 7:36,120,ZONE 00011,38.71176,-97.43431,33.78,1.6321,1.4516,19.3928,CD659 12cm rods
5/9/17 7:36,121,"ZONE 00011, ZONE 00012",38.71178,-97.43458,39.34,1.7248,1.5542,24.2863,CD659 12cm rods
5/9/17 7:37,122,"ZONE 00011, ZONE 00012",38.7118,-97.43486,37.58,1.6943,1.5207,22.6107,CD659 12cm rods
5/9/17 7:37,123,"ZONE 00011, ZONE 00012",38.7118,-97.43515,35,1.6513,1.4187,20.3727,CD659 12cm rods
5/9/17 7:38,124,ZONE 00012,38.71181,-97.43545,31.93,1.6027,1.3757,17.984,CD659 12cm rods
5/9/17 7:38,125,ZONE 00012,38.71181,-97.43545,31.93,1.6027,1.3757,17.984,CD659 12cm rods
5/9/17 7:38,126,"ZONE 00012, ZONE 00013",38.71181,-97.43575,35.98,1.6683,1.5751,21.1968,CD659 12cm rods
5/9/17 7:39,127,"ZONE 00012, ZONE 00013",38.71181,-97.43605,30.25,1.5767,1.3136,16.7882,CD659 12cm rods
5/9/17 7:39,128,"ZONE 00012, ZONE 00013",38.71183,-97.43633,32.03,1.6039,1.2857,18.0575,CD659 12cm rods
5/9/17 7:40,129,ZONE 00013,38.71184,-97.43663,25.82,1.5101,1.2375,13.9048,CD659 12cm rods
5/9/17 7:40,130,ZONE 00013,38.71184,-97.43663,25.82,1.5101,1.2375,13.9048,CD659 12cm rods
5/9/17 7:40,131,ZONE 00013,38.71186,-97.43681,28.29,1.5462,1.1971,15.46,CD659 12cm rods
5/9/17 7:41,132,ZONE 00013,38.71212,-97.43678,30.79,1.5847,1.2185,17.1664,CD659 12cm rods
5/9/17 7:41,133,"ZONE 00013, ZONE 00014",38.7121,-97.43649,27.26,1.5315,1.2614,14.8003,CD659 12cm rods
5/9/17 7:42,134,"ZONE 00012, ZONE 00013, ZONE 00014",38.7121,-97.43622,36.37,1.6739,1.3912,21.5332,CD659 12cm rods
5/9/17 7:42,135,"ZONE 00012, ZONE 00013, ZONE 00014",38.7121,-97.43618,30.54,1.5813,1.3377,16.9871,CD659 12cm rods
